PeakID (cmd=annotatePeaks.pl beds/community3.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1800	chr7	73740132	73740879	+	0	NA	exon (NM_001162532, exon 1 of 3)	exon (NM_001162532, exon 1 of 3)	198	NM_001162532	100038347		NM_001162532	ENSMUSG00000078670	Fam174b	-	family with sequence similarity 174, member B	protein-coding
1103	chr10	40212216	40213372	+	0	NA	Intergenic	Intergenic	34185	NM_001042556	67239		NM_023323	ENSMUSG00000038510	Rpf2	2810470K21Rik|Bxdc1	ribosome production factor 2 homolog	protein-coding
789	chr2	76070377	76071253	+	0	NA	intron (NM_001081033, intron 12 of 19)	intron (NM_001081033, intron 12 of 19)	-88848	NM_030188	78802		NM_030188	ENSMUSG00000075271	Ift70a1	4930506L13Rik|Ttc30a1	intraflagellar transport 70A1	protein-coding
1362	chr5	129743907	129744392	+	0	NA	intron (NM_008095, intron 3 of 9)	intron (NM_008095, intron 3 of 9)	19074	NM_008095	14467		NM_008095	ENSMUSG00000029432	Nipsnap2	Gbas	nipsnap homolog 2	protein-coding
100	chr14	25565749	25566033	+	0	NA	intron (NM_183208, intron 3 of 23)	intron (NM_183208, intron 3 of 23)	-20913	NR_033492	77592		NM_175264		4931406H21Rik	-	RIKEN cDNA 4931406H21 gene	ncRNA
1921	chr17	28618164	28618468	+	0	NA	intron (NM_016795, intron 2 of 15)	intron (NM_016795, intron 2 of 15)	4205	NM_016795	20815		NM_016795	ENSMUSG00000004865	Srpk1	-	serine/arginine-rich protein specific kinase 1	protein-coding
478	chr4	58934917	58935439	+	0	NA	Intergenic	Intergenic	-8450	NM_001099323	100041581		NM_001099323	ENSMUSG00000038630	Zkscan16	XM_143800|Zfp483	zinc finger with KRAB and SCAN domains 16	protein-coding
1459	chr9	20543959	20545140	+	0	NA	Intergenic	Intergenic	-23130	NM_001082485	77519		NM_001082485	ENSMUSG00000060510	Zfp266	5330440G10Rik|5730601F06Rik	zinc finger protein 266	protein-coding
981	chr7	141949320	141950324	+	0	NA	promoter-TSS (NM_001276763)	promoter-TSS (NM_001276763)	71	NM_029426	75770		NM_029426	ENSMUSG00000053046	Brsk2	4833424K13Rik|SAD-A|SADA	BR serine/threonine kinase 2	protein-coding
486	chr5	36259861	36260114	+	0	NA	intron (NM_030889, intron 1 of 26)	intron (NM_030889, intron 1 of 26)	-41583	NR_106162	102465792		NR_106162	ENSMUSG00000098884	Mir7689	Gm27434|mmu-mir-7689	microRNA 7689	ncRNA
1490	chr1	39650353	39650593	+	0	NA	intron (NM_170597, intron 1 of 3)	CpG	709	NM_170597	263764		NM_170597	ENSMUSG00000050967	Creg2	A830098L22Rik	cellular repressor of E1A-stimulated genes 2	protein-coding
740	chr17	51832102	51833282	+	0	NA	promoter-TSS (NM_009122)	promoter-TSS (NM_009122)	-45	NM_009122	20230		NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik	special AT-rich sequence binding protein 1	protein-coding
751	chr18	9707409	9707926	+	0	NA	promoter-TSS (NM_130449)	promoter-TSS (NM_130449)	19	NM_130449	140792		NM_130449	ENSMUSG00000036103	Colec12	CL-P1|SRCL|Scara4	collectin sub-family member 12	protein-coding
2107	chr12	101957580	101958513	+	0	NA	intron (NM_029705, intron 1 of 10)	CpG	197	NM_029705	110616		NM_029705	ENSMUSG00000021189	Atxn3	2210008M02Rik|ATX3|MJD1|Mjd|Sca3|ataxin-3	ataxin 3	protein-coding
1716	chr9	84343742	84344035	+	0	NA	Intergenic	Intergenic	395107	NM_199195	12040		NM_199195	ENSMUSG00000032263	Bckdhb	BCKDE1B|BCKDH E1-beta	branched chain ketoacid dehydrogenase E1, beta polypeptide	protein-coding
275	chr5	69340898	69341894	+	0	NA	5' UTR (NM_175519, exon 1 of 2)	5' UTR (NM_175519, exon 1 of 2)	313	NM_175519	243043		NM_175519	ENSMUSG00000037653	Kctd8	A730087N02Rik	potassium channel tetramerisation domain containing 8	protein-coding
325	chr7	31097663	31098335	+	0	NA	TTS (NM_001110252)	TTS (NM_001110252)	12998	NM_001276269	15451		NM_008281	ENSMUSG00000001249	Hpn	Hlb320	hepsin	protein-coding
1234	chr18	75819513	75820279	+	0	NA	promoter-TSS (NM_145356)	promoter-TSS (NM_145356)	-282	NM_145356	207259		NM_145356	ENSMUSG00000044646	Zbtb7c	B230208J24Rik|Kr-pok|Zbtb36	zinc finger and BTB domain containing 7C	protein-coding
1552	chr13	98743926	98744134	+	0	NA	intron (NM_172591, intron 18 of 25)	B3A|SINE|B2	-49188	NM_001373965	380863		NM_001025606	ENSMUSG00000052485	Tmem171	Gm905	transmembrane protein 171	protein-coding
1005	chr8	124792764	124793938	+	0	NA	5' UTR (NM_198632, exon 1 of 10)	5' UTR (NM_198632, exon 1 of 10)	332	NM_198632	330863		NM_198632	ENSMUSG00000036913	Trim67	D130049O21Rik|TNL	tripartite motif-containing 67	protein-coding
1051	chr1	192068100	192068603	+	0	NA	intron (NM_011633, intron 2 of 9)	intron (NM_011633, intron 2 of 9)	24248	NM_011633	22033		NM_011633	ENSMUSG00000026637	Traf5	-	TNF receptor-associated factor 5	protein-coding
1751	chr11	16559415	16559791	+	0	NA	Intergenic	Intergenic	-51119	NM_001109972	20335		NM_011343	ENSMUSG00000078974	Sec61g	-	SEC61 translocon subunit gamma	protein-coding
1705	chr8	36732554	36733048	+	0	NA	5' UTR (NM_001194941, exon 1 of 14)	5' UTR (NM_001194941, exon 1 of 14)	253	NM_001194941	50768		NM_015802	ENSMUSG00000031523	Dlc1	A730069N07Rik|Arhgap7|HP|STARD12|dlc-1	deleted in liver cancer 1	protein-coding
1157	chr14	57524722	57526286	+	0	NA	exon (NM_145837, exon 2 of 3)	exon (NM_145837, exon 2 of 3)	675	NM_145837	239114		NM_145837	ENSMUSG00000050222	Il17d	IL-17D	interleukin 17D	protein-coding
205	chr2	150362218	150363192	+	0	NA	promoter-TSS (NM_027017)	promoter-TSS (NM_027017)	60	NM_027017	69277		NM_027017	ENSMUSG00000063364	3300002I08Rik	2900016H11Rik	RIKEN cDNA 3300002I08 gene	protein-coding
462	chr2	57350571	57351001	+	0	NA	intron (NM_001145820, intron 9 of 16)	intron (NM_001145820, intron 9 of 16)	112404	NM_010274	14571		NM_010274	ENSMUSG00000026827	Gpd2	GPDH|Gdm1|Gpd-m|Gpdh-m|TISP38	glycerol phosphate dehydrogenase 2, mitochondrial	protein-coding
360	chr8	110689962	110690545	+	0	NA	intron (NR_151675, intron 13 of 17)	intron (NR_151675, intron 13 of 17)	-31223	NM_198625	244654		NM_198625	ENSMUSG00000033763	Mtss2	ABBA|Mtss1l	MTSS I-BAR domain containing 2	protein-coding
1464	chr9	37139414	37139954	+	0	NA	intron (NM_001029838, intron 1 of 12)	intron (NM_001029838, intron 1 of 12)	7638	NM_001029838	208076		NM_148950	ENSMUSG00000035934	Pknox2	D230005H23Rik|Prep2	Pbx/knotted 1 homeobox 2	protein-coding
8	chr1	75435567	75436433	+	0	NA	promoter-TSS (NM_001357171)	promoter-TSS (NM_001357171)	64	NM_001357169	69080		NM_133708	ENSMUSG00000033021	Gmppa	1810012N01Rik	GDP-mannose pyrophosphorylase A	protein-coding
1792	chr7	102025788	102026041	+	0	NA	intron (NM_029211, intron 6 of 8)	B3|SINE|B2	-7682	NM_010531	16068		NM_010531	ENSMUSG00000070427	Il18bp	IL-18BP|Igifbp|MC54L	interleukin 18 binding protein	protein-coding
2010	chr13	21167527	21167789	+	0	NA	Intergenic	tRNA-Met_|tRNA|tRNA	-12273	NM_009054	19720		NM_009054	ENSMUSG00000021326	Trim27	Gm19403|Rfp	tripartite motif-containing 27	protein-coding
690	chr14	72602781	72603544	+	0	NA	intron (NM_207636, intron 3 of 25)	intron (NM_207636, intron 3 of 25)	106841	NM_207636	319448		NM_207636	ENSMUSG00000033487	Fndc3a	1700094E19Rik|D14Ertd453e|F730017H24Rik|Fndc3|sys	fibronectin type III domain containing 3A	protein-coding
634	chr11	89028762	89029503	+	0	NA	Intergenic	Intergenic	29729	NM_009546	217069		NM_009546	ENSMUSG00000000275	Trim25	EFP|Zfp147	tripartite motif-containing 25	protein-coding
992	chr8	64849149	64850702	+	0	NA	promoter-TSS (NM_178633)	promoter-TSS (NM_178633)	-1	NM_178633	77113		NM_178633	ENSMUSG00000031605	Klhl2	6030411N21Rik|8530402H02Rik|ABP-KELCH|Mav	kelch-like 2, Mayven	protein-coding
54	chr11	66167775	66168711	+	0	NA	non-coding (NR_153847, exon 1 of 3)	non-coding (NR_153847, exon 1 of 3)	208	NR_153847	100093714		NR_153847	ENSMUSG00000084967	Gm12296	-	predicted gene 12296	ncRNA
724	chr16	76539633	76540275	+	0	NA	Intergenic	Intergenic	-8841	NR_155449	102632730		NR_155449	ENSMUSG00000116701	Gm30726	-	predicted gene, 30726	ncRNA
687	chr14	46387024	46388134	+	0	NA	non-coding (NR_166854, exon 1 of 2)	non-coding (NR_166854, exon 1 of 2)	101	NR_166854	102638002		NR_166853	ENSMUSG00000086746	Gm15222	-	predicted gene 15222	ncRNA
1811	chr1	177681174	177681656	+	0	NA	Intergenic	Intergenic	-38472	NR_037994	75589		NR_037994	ENSMUSG00000101746	2310043L19Rik	-	RIKEN cDNA 2310043L19 gene	ncRNA
845	chr4	9117303	9117571	+	0	NA	Intergenic	Intergenic	-151856	NM_001355183	74438		NM_028940	ENSMUSG00000041216	Clvs1	4933402J24Rik|Clvl1|Rlbp1l1	clavesin 1	protein-coding
1337	chr4	126609609	126610188	+	0	NA	promoter-TSS (NM_001145950)	promoter-TSS (NM_001145950)	44	NM_001013755	230757		NM_001013755	ENSMUSG00000073755	5730409E04Rik	7530403E16Rik	RIKEN cDNA 5730409E04Rik gene	protein-coding
259	chr4	140986534	140987916	+	0	NA	intron (NM_001379621, intron 1 of 26)	CpG	304	NM_001379620	74772		NM_029097	ENSMUSG00000036622	Atp13a2	1110012E06Rik	ATPase type 13A2	protein-coding
738	chr17	42943485	42943727	+	0	NA	Intergenic	Intergenic	-67182	NM_009847	12488		NM_009847	ENSMUSG00000061665	Cd2ap	METS-1|Mets1	CD2-associated protein	protein-coding
1213	chr17	88596686	88598173	+	0	NA	Intergenic	Intergenic	28070	NR_166676	102634016		NR_166676		Gm31704	-	predicted gene, 31704	ncRNA
1932	chr17	88479051	88479380	+	0	NA	intron (NM_001355743, intron 3 of 4)	intron (NM_001355743, intron 3 of 4)	38511	NM_180974	14236		NM_180974	ENSMUSG00000034998	Foxn2	3230402J05Rik|6030465J18Rik|Fkh19|Foxn1|HTLF	forkhead box N2	protein-coding
628	chr11	49609471	49610350	+	0	NA	intron (NM_008029, intron 1 of 29)	CpG	231	NM_008029	14257		NM_008029	ENSMUSG00000020357	Flt4	Chy|Flt-4|VEGFR-3|VEGFR3	FMS-like tyrosine kinase 4	protein-coding
1649	chr4	155473437	155473692	+	0	NA	Intergenic	Intergenic	4450	NM_001253856	69671		NM_027161	ENSMUSG00000023153	Tmem52	2310043I08Rik	transmembrane protein 52	protein-coding
1591	chr17	62882714	62883393	+	0	NA	Intergenic	Intergenic	-1736	NM_207654	13640		NM_010109	ENSMUSG00000048915	Efna5	AL-1|EFL-5|Ephrin-A5|Epl7|LERK-7|RAGS	ephrin A5	protein-coding
1092	chr12	80130585	80130963	+	0	NA	intron (NR_033514, intron 2 of 2)	intron (NR_033514, intron 2 of 2)	2070	NR_033514	69548		NR_033514		2310015A10Rik	5330419I17Rik	RIKEN cDNA 2310015A10 gene	ncRNA
281	chr5	104072245	104072476	+	0	NA	intron (NM_001163772, intron 6 of 9)	(C)n|Simple_repeat|Simple_repeat	5248	NM_001163772	100271704		NM_001163772	ENSMUSG00000091034	Scpppq1	Gm17660	secretory calcium-binding phosphoprotein proline-glutamine rich 1	protein-coding
526	chr19	21737429	21738065	+	0	NA	Intergenic	Intergenic	-40593	NM_001033759	83921		NM_031997	ENSMUSG00000024754	Cemip2	Tmem2	cell migration inducing hyaluronidase 2	protein-coding
507	chr8	128424803	128425313	+	0	NA	intron (NM_001358959, intron 3 of 16)	intron (NM_001358959, intron 3 of 16)	65817	NR_035436	100316680		NR_035436	ENSMUSG00000084523	Mir1903	Mirn1903|mmu-mir-1903	microRNA 1903	ncRNA
1348	chr4	155125317	155125724	+	0	NA	intron (NM_001356327, intron 10 of 12)	intron (NM_001356327, intron 10 of 12)	38916	NM_001356327	76866		NM_001081100	ENSMUSG00000029049	Morn1	2900057D20Rik|4930417P05Rik	MORN repeat containing 1	protein-coding
1908	chr11	59921302	59921591	+	0	NA	promoter-TSS (NR_130986)	promoter-TSS (NR_130986)	-53	NR_130986	69854		NR_130986	ENSMUSG00000085551	1810063I02Rik	-	RIKEN cDNA 1810063I02 gene	ncRNA
975	chr7	120754707	120755014	+	0	NA	intron (NM_177697, intron 3 of 33)	intron (NM_177697, intron 3 of 33)	15303	NM_177697	233813		NM_177697	ENSMUSG00000030889	Vwa3a	E030013G06Rik	von Willebrand factor A domain containing 3A	protein-coding
1856	chr3	89785260	89785718	+	0	NA	Intergenic	Intergenic	11880	NM_027315	70093		NM_027315	ENSMUSG00000042572	Ube2q1	1110002C01Rik|2310012M18Rik|Gtap|NICE-5|PRO3094|Ube2q	ubiquitin-conjugating enzyme E2Q family member 1	protein-coding
1878	chr8	3230602	3231007	+	0	NA	intron (NM_001330056, intron 2 of 21)	B4A|SINE|B4	48813	NM_010568	16337		NM_010568	ENSMUSG00000005534	Insr	4932439J01Rik|CD220|D630014A15Rik|IR|IR-A|IR-B	insulin receptor	protein-coding
1617	chr2	163122195	163122765	+	0	NA	promoter-TSS (NR_166402)	promoter-TSS (NR_166402)	-135	NR_166402	100504589		NR_166402	ENSMUSG00000086152	Gm11454	-	predicted gene 11454	ncRNA
1288	chr3	32067032	32067322	+	0	NA	intron (NM_028231, intron 2 of 5)	intron (NM_028231, intron 2 of 5)	164474	NM_028231	72413		NM_028231	ENSMUSG00000037610	Kcnmb2	2700049B16Rik|3110031N04Rik	potassium large conductance calcium-activated channel, subfamily M, beta member 2	protein-coding
2028	chr6	147475676	147476868	+	0	NA	promoter-TSS (NM_001355713)	promoter-TSS (NM_001355713)	-93	NM_001355713	67015		NM_025911	ENSMUSG00000030301	Ccdc91	1700086G08Rik|1810060J02Rik|p56	coiled-coil domain containing 91	protein-coding
543	chr4	82512715	82513692	+	0	NA	intron (NR_137202, intron 1 of 1)	CpG	5214	NR_137202	102635783		NR_137202	ENSMUSG00000087413	Gm11266	-	predicted gene 11266	ncRNA
577	chr1	159911084	159911481	+	0	NA	intron (NM_022312, intron 18 of 22)	intron (NM_022312, intron 18 of 22)	133035	NR_168324	105243991		NR_168324	ENSMUSG00000104111	Gm37294	-	predicted gene, 37294	ncRNA
905	chr6	17804546	17804776	+	0	NA	intron (NM_022332, intron 1 of 15)	MIRb|SINE|MIR	55491	NM_001083315	64213		NM_022332	ENSMUSG00000029534	St7	9430001H04Rik|Fam4a2|HELG|RAY1|SEN4|TSG7	suppression of tumorigenicity 7	protein-coding
698	chr15	34237435	34238928	+	0	NA	5' UTR (NM_033521, exon 1 of 7)	5' UTR (NM_033521, exon 1 of 7)	155	NM_033521	114128		NM_033521	ENSMUSG00000022257	Laptm4b	C330023P13Rik|LAPTM4beta	lysosomal-associated protein transmembrane 4B	protein-coding
1913	chr13	99093342	99093638	+	0	NA	Intergenic	Intergenic	-5569	NR_045495	69603		NR_045495	ENSMUSG00000100410	2310020H05Rik	-	RIKEN cDNA 2310020H05 gene	ncRNA
1232	chr18	73816478	73816663	+	0	NA	Intergenic	Intergenic	-1132	NM_145494	107029		NM_145494	ENSMUSG00000024556	Me2	D030040L20Rik|NAD-ME	malic enzyme 2, NAD(+)-dependent, mitochondrial	protein-coding
81	chr12	111878341	111878603	+	0	NA	intron (NM_011625, intron 1 of 16)	intron (NM_011625, intron 1 of 16)	29583	NM_011625	21981		NM_011625	ENSMUSG00000021285	Ppp1r13b	ASPP1|Tp53bp2|Trp53bp2|p85	protein phosphatase 1, regulatory subunit 13B	protein-coding
515	chr16	16911952	16912236	+	0	NA	intron (NM_176833, intron 3 of 7)	intron (NM_176833, intron 3 of 7)	15625	NM_176833	68606		NM_176833	ENSMUSG00000026181	Ppm1f	1110021B16Rik|4933427B07Rik|CaMKPase|Popx2|mKIAA0015	protein phosphatase 1F (PP2C domain containing)	protein-coding
353	chr8	86585672	86586009	+	0	NA	Intergenic	Intergenic	-19250	NM_172912	244562		NM_172912	ENSMUSG00000036872	Abcc12	4930467B22Rik|MRP9	ATP-binding cassette, sub-family C member 12	protein-coding
1554	chr13	109902377	109903683	+	0	NA	promoter-TSS (NR_035442)	promoter-TSS (NR_035442)	-779	NR_035442	100316683		NR_035442	ENSMUSG00000084651	Mir1904	Mirn1904|mmu-mir-1904	microRNA 1904	ncRNA
665	chr13	81351443	81351822	+	0	NA	intron (NM_054053, intron 83 of 89)	intron (NM_054053, intron 83 of 89)	281512	NM_054053	110789		NM_054053	ENSMUSG00000069170	Adgrv1	Frings|Gpr98|Mass1|Mgr1|VLGR1	adhesion G protein-coupled receptor V1	protein-coding
1390	chr6	125459908	125460211	+	0	NA	TTS (NM_007657)	TTS (NM_007657)	34701	NM_007657	12527		NM_007657	ENSMUSG00000030342	Cd9	Tspan29	CD9 antigen	protein-coding
730	chr16	96200253	96200751	+	0	NA	promoter-TSS (NM_015825)	promoter-TSS (NM_015825)	32	NM_015825	50795		NM_015825	ENSMUSG00000040666	Sh3bgr	5430437A18Rik	SH3-binding domain glutamic acid-rich protein	protein-coding
794	chr2	92529417	92529700	+	0	NA	Intergenic	Intergenic	-62648	NR_106080	102466819		NR_106080	ENSMUSG00000099223	Mir7221	Gm27378|mmu-mir-7221	microRNA 7221	ncRNA
620	chr10	127324565	127324914	+	0	NA	promoter-TSS (NM_001359657)	promoter-TSS (NM_001359657)	-903	NM_001359657	216445		NM_146011	ENSMUSG00000040345	Arhgap9	-	Rho GTPase activating protein 9	protein-coding
922	chr6	112273330	112274115	+	0	NA	promoter-TSS (NM_144799)	promoter-TSS (NM_144799)	-36	NM_144799	30937		NM_144799	ENSMUSG00000057604	Lmcd1	dyxin	LIM and cysteine-rich domains 1	protein-coding
917	chr6	87981267	87981975	+	0	NA	promoter-TSS (NM_198622)	promoter-TSS (NM_198622)	-62	NR_026990	434064		NR_026990	ENSMUSG00000084950	Gm5577	EG434064	predicted gene 5577	ncRNA
1359	chr5	115475587	115476356	+	0	NA	Intergenic	Intergenic	8326	NM_001167691	75387		NM_133760	ENSMUSG00000029524	Sirt4	4930596O17Rik	sirtuin 4	protein-coding
2066	chr15	98753022	98753618	+	0	NA	intron (NM_007478, intron 1 of 4)	MTD|LTR|ERVL-MaLR	9672	NM_001355510	11842		NM_007478	ENSMUSG00000051853	Arf3	5430400P17Rik	ADP-ribosylation factor 3	protein-coding
1462	chr9	25591464	25592601	+	0	NA	intron (NM_026189, intron 6 of 7)	MIRb|SINE|MIR	110435	NM_026189	67484		NM_026189	ENSMUSG00000036611	Eepd1	2310005P05Rik	endonuclease/exonuclease/phosphatase family domain containing 1	protein-coding
1569	chr15	79441636	79442256	+	0	NA	promoter-TSS (NM_001289899)	promoter-TSS (NM_001289899)	-109	NM_001359862	27373		NM_013767	ENSMUSG00000022433	Csnk1e	CK1epsilon|CKIe|KC1epsilon|tau	casein kinase 1, epsilon	protein-coding
1988	chr9	59271535	59272158	+	0	NA	Intergenic	Intergenic	-19726	NM_028121	72141		NM_028121	ENSMUSG00000025236	Adpgk	2610017G09Rik|Adp-gk	ADP-dependent glucokinase	protein-coding
1658	chr5	63837857	63838522	+	0	NA	intron (NM_029554, intron 1 of 3)	intron (NM_029554, intron 1 of 3)	25694	NM_029554	76261		NM_029554	ENSMUSG00000060512	0610040J01Rik	-	RIKEN cDNA 0610040J01 gene	protein-coding
1676	chr6	51398998	51399546	+	0	NA	Intergenic	RMER1B|Other|Other	19562	NR_110455	625167		NR_110455	ENSMUSG00000107660	Gm6559	EG625167	predicted gene 6559	ncRNA
1364	chr5	135041875	135042811	+	0	NA	intron (NR_152855, intron 6 of 9)	intron (NR_152855, intron 6 of 9)	18861	NM_001359179	20907		NM_016801	ENSMUSG00000007207	Stx1a	HPC-1	syntaxin 1A (brain)	protein-coding
35	chr10	81014340	81015286	+	0	NA	intron (NM_010319, intron 1 of 3)	intron (NM_010319, intron 1 of 3)	112	NM_010319	14708		NM_010319	ENSMUSG00000048240	Gng7	Hg3b	guanine nucleotide binding protein (G protein), gamma 7	protein-coding
1208	chr17	69968899	69969992	+	0	NA	5' UTR (NM_001360665, exon 1 of 15)	5' UTR (NM_001360665, exon 1 of 15)	372	NM_001347411	224997		NM_027712	ENSMUSG00000003279	Dlgap1	4933422O14Rik|9630002F18|D17Bwg0511e|GKAP/SAPAP|GKPA/SAPAP|Gkap|Sapap1|mKIAA4162	DLG associated protein 1	protein-coding
596	chr10	42055289	42055530	+	0	NA	Intergenic	Intergenic	-37027	NM_001034858	213402		NM_001034858	ENSMUSG00000071324	Armc2	2610018I05Rik	armadillo repeat containing 2	protein-coding
813	chr2	174674046	174674357	+	0	NA	intron (NM_001099328, intron 3 of 4)	intron (NM_001099328, intron 3 of 4)	30667	NM_001099328	100043757		NM_001099328	ENSMUSG00000050600	Zfp831	-	zinc finger protein 831	protein-coding
1760	chr14	34501940	34503459	+	0	NA	promoter-TSS (NM_009758)	promoter-TSS (NM_009758)	-153	NM_009758	12166		NM_009758	ENSMUSG00000021796	Bmpr1a	1110037I22Rik|ALK-3|ALK3|BMPR-1A|BMPR-IA|Bmpr|SKR5	bone morphogenetic protein receptor, type 1A	protein-coding
1777	chr3	66656524	66656802	+	0	NA	Intergenic	Intergenic	322148	NM_001302358	20429		NM_013665	ENSMUSG00000027833	Shox2	6330543G17Rik|OG12|Og12x|Prx3|SHOT	SHOX homeobox 2	protein-coding
186	chr2	63702358	63702764	+	0	NA	Intergenic	Intergenic	-127273	NR_152174	667257		NR_152174		Gm8541	EG667257	predicted gene 8541	ncRNA
835	chr3	101806087	101806616	+	0	NA	Intergenic	Intergenic	29872	NM_172295	242125		NM_172295	ENSMUSG00000044313	Mab21l3	-	mab-21-like 3	protein-coding
1221	chr18	31789631	31789927	+	0	NA	promoter-TSS (NR_165792)	promoter-TSS (NR_165792)	654	NM_027002	69241		NM_027002	ENSMUSG00000024258	Polr2d	2310002G05Rik|2610028L19Rik|HSRBP4|RBP4	polymerase (RNA) II (DNA directed) polypeptide D	protein-coding
1437	chr8	27106436	27107658	+	0	NA	intron (NM_054044, intron 2 of 18)	intron (NM_054044, intron 2 of 18)	21206	NM_054044	78560		NM_054044	ENSMUSG00000031486	Adgra2	8430414O08Rik|9530074E10Rik|Gpr124|Tem5|mKIAA1531	adhesion G protein-coupled receptor A2	protein-coding
2081	chr6	99027828	99028962	+	0	NA	promoter-TSS (NM_001197322)	promoter-TSS (NM_001197322)	-97	NM_001197322	108655		NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik	forkhead box P1	protein-coding
1171	chr16	5244507	5244815	+	0	NA	3' UTR (NM_145362, exon 13 of 13)	3' UTR (NM_145362, exon 13 of 13)	11040	NM_145362	208211		NM_145362	ENSMUSG00000039427	Alg1	HMAT1|HMT1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	protein-coding
400	chr10	60760486	60760781	+	0	NA	Intergenic	Intergenic	-7851	NM_023596	71279		NM_023596	ENSMUSG00000020100	Slc29a3	4933435C21Rik|Ent3	solute carrier family 29 (nucleoside transporters), member 3	protein-coding
611	chr10	96751580	96751935	+	0	NA	Intergenic	Intergenic	134756	NM_007569	12226		NM_007569	ENSMUSG00000036478	Btg1	-	BTG anti-proliferation factor 1	protein-coding
53	chr11	62248370	62249550	+	0	NA	promoter-TSS (NM_007413)	promoter-TSS (NM_007413)	-24	NM_007413	11541		NM_007413	ENSMUSG00000018500	Adora2b	A2BAR|A2BR|A2b|AA2BR|ARA2B	adenosine A2b receptor	protein-coding
644	chr12	73949684	73950075	+	0	NA	Intergenic	CpG	-14618	NM_178392	75627		NM_178392	ENSMUSG00000021113	Snapc1	2700033G17Rik|9630050P21Rik	small nuclear RNA activating complex, polypeptide 1	protein-coding
561	chr1	88701511	88702681	+	0	NA	promoter-TSS (NM_177305)	promoter-TSS (NM_177305)	95	NM_177305	320982		NM_177305	ENSMUSG00000049866	Arl4c	A630084M22Rik|Arl7|LAK	ADP-ribosylation factor-like 4C	protein-coding
316	chr7	18840384	18841260	+	0	NA	intron (NM_153760, intron 1 of 4)	intron (NM_153760, intron 1 of 4)	856	NM_153761	243864		NM_153760	ENSMUSG00000040987	Mill2	Micb	MHC I like leukocyte 2	protein-coding
178	chr2	11501080	11502649	+	0	NA	5' UTR (NM_133232, exon 1 of 15)	5' UTR (NM_133232, exon 1 of 15)	226	NM_001177753	170768		NM_133232	ENSMUSG00000026773	Pfkfb3	E330010H22Rik|iPFK-2|uPFK-2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	protein-coding
1880	chr8	48477327	48477523	+	0	NA	intron (NM_011857, intron 2 of 28)	intron (NM_011857, intron 2 of 28)	197265	NM_011857	23965		NM_011857	ENSMUSG00000031561	Tenm3	2610100B16Rik|Odz1|Odz3|Ten-m3|mKIAA1455	teneurin transmembrane protein 3	protein-coding
1183	chr16	62922199	62922636	+	0	NA	intron (NM_011173, intron 12 of 14)	intron (NM_011173, intron 12 of 14)	68110	NM_011173	19128		NM_011173	ENSMUSG00000022912	Pros1	-	protein S (alpha)	protein-coding
302	chr6	115134548	115135377	+	0	NA	promoter-TSS (NM_001111015)	promoter-TSS (NM_001111015)	60	NM_001111015	20965		NM_013681	ENSMUSG00000009394	Syn2	2900074L19Rik	synapsin II	protein-coding
2073	chr2	167462862	167463490	+	0	NA	intron (NM_001304540, intron 10 of 16)	intron (NM_001304540, intron 10 of 16)	-29469	NM_030743	81018		NM_030743	ENSMUSG00000006418	Rnf114	1110008J21Rik|Zfp228|Zfp313|Znf228	ring finger protein 114	protein-coding
108	chr14	104467438	104468443	+	0	NA	promoter-TSS (NM_011143)	promoter-TSS (NM_011143)	59	NM_011143	18996		NM_011143	ENSMUSG00000048349	Pou4f1	Brn-3|Brn-3.0|Brn3|Brn3.0|Brn3a|E130119J07Rik	POU domain, class 4, transcription factor 1	protein-coding
217	chr3	45377862	45378509	+	0	NA	promoter-TSS (NM_011043)	promoter-TSS (NM_011043)	75	NR_045172	72511		NR_045172	ENSMUSG00000097040	2610316D01Rik	-	RIKEN cDNA 2610316D01 gene	ncRNA
372	chr9	40192004	40193256	+	0	NA	intron (NM_001359464, intron 1 of 5)	CpG	314	NR_153114	80902		NM_030713	ENSMUSG00000025602	Zfp202	C130037E22Rik|Znf202	zinc finger protein 202	protein-coding
222	chr3	86998510	86999495	+	0	NA	promoter-TSS (NM_001379503)	promoter-TSS (NM_001379503)	24	NM_001379503	12479		NM_007639	ENSMUSG00000028076	Cd1d1	CD1.1|Cd1a|Cd1d|Ly-38	CD1d1 antigen	protein-coding
470	chr2	148024321	148024681	+	0	NA	Intergenic	Intergenic	20963	NM_001291067	15376		NM_010446	ENSMUSG00000037025	Foxa2	HNF3-beta|HNF3beta|Hnf-3b|Hnf3b|Tcf-3b|Tcf3b	forkhead box A2	protein-coding
1625	chr3	86919726	86921060	+	0	NA	5' UTR (NM_001195496, exon 1 of 17)	5' UTR (NM_001195496, exon 1 of 17)	491	NM_001195500	70762		NM_027539	ENSMUSG00000028078	Dclk2	6330415M09Rik|CL2|CLICK2|Click-II|Dcamkl2	doublecortin-like kinase 2	protein-coding
