PeakID (cmd=annotatePeaks.pl beds/community2.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3803	chr10	68541032	68542017	+	0	NA	intron (NM_028491, intron 1 of 7)	intron (NM_028491, intron 1 of 7)	351	NM_028491	73287		NM_028491	ENSMUSG00000019945	Cabcoco1	1700040L02Rik	ciliary associated calcium binding coiled-coil 1	protein-coding
825	chr15	67013534	67013855	+	0	NA	Intergenic	Intergenic	-44053	NM_008681	17988		NM_008681	ENSMUSG00000005125	Ndrg1	CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5	N-myc downstream regulated gene 1	protein-coding
1031	chr17	46073660	46074461	+	0	NA	Intergenic	Intergenic	-36944	NM_026768	68565		NM_026768	ENSMUSG00000023967	Mrps18a	1110004O20Rik	mitochondrial ribosomal protein S18A	protein-coding
3164	chr15	103304872	103305750	+	0	NA	Intergenic	CpG	5127	NM_030720	80910		NM_030720	ENSMUSG00000063234	Gpr84	EX33	G protein-coupled receptor 84	protein-coding
193	chr1	193543854	193544305	+	0	NA	Intergenic	Intergenic	-33869	NR_166150	70800		NR_166150		Mir205hg	4631405K08Rik	Mir205 host gene	ncRNA
2056	chr6	128300207	128301110	+	0	NA	5' UTR (NM_001080979, exon 1 of 11)	5' UTR (NM_001080979, exon 1 of 11)	155	NM_011567	21679		NM_011567	ENSMUSG00000030353	Tead4	ETFR-2|Etfr2|FR-19|Rtef1|TEAD-4|TEF-3|Tcf13r1|Tef3|Tefr|Tefr1|Tefr1a	TEA domain family member 4	protein-coding
1057	chr17	67711426	67711739	+	0	NA	intron (NM_008480, intron 1 of 62)	intron (NM_008480, intron 1 of 62)	14317	NM_008480	16772		NM_008480	ENSMUSG00000032796	Lama1	Lama	laminin, alpha 1	protein-coding
1753	chr4	142083605	142084843	+	0	NA	promoter-TSS (NM_145402)	promoter-TSS (NM_145402)	-74	NR_027137	100038693		NR_027137	ENSMUSG00000073728	Tmem51os1	Gm10565|Tmem51as1	Tmem51 opposite strand 1	ncRNA
1769	chr4	154772030	154772597	+	0	NA	Intergenic	Intergenic	-65103	NM_172878	242800		NM_172878	ENSMUSG00000046637	Ttc34	4932418L02|B230396O12Rik	tetratricopeptide repeat domain 34	protein-coding
511	chr12	77929616	77929971	+	0	NA	Intergenic	Intergenic	-267263	NR_164360	626215		NM_001374218	ENSMUSG00000099418	Ccdc196	EG626215|Gm6657	coiled-coil domain containing 196	protein-coding
2257	chr1	171849470	171849883	+	0	NA	intron (NM_013489, intron 2 of 8)	intron (NM_013489, intron 2 of 8)	9979	NM_001289470	12523		NM_013489	ENSMUSG00000038147	Cd84	A130013D22Rik|CDw84|SLAMF5	CD84 antigen	protein-coding
1256	chr19	54206721	54207397	+	0	NA	Intergenic	Intergenic	161800	NM_007417	11551		NM_007417	ENSMUSG00000033717	Adra2a	Adra-2|Adra-2a|alpha(2A)AR|alpha2-C10|alpha2A|alpha2A-AR	adrenergic receptor, alpha 2a	protein-coding
2231	chr1	86498023	86498356	+	0	NA	Intergenic	Intergenic	-28368	NR_153833	19231		NM_008972	ENSMUSG00000026238	Ptma	Thym	prothymosin alpha	protein-coding
970	chr16	97397978	97398262	+	0	NA	intron (NM_019517, intron 1 of 8)	intron (NM_019517, intron 1 of 8)	41392	NM_019517	56175		NM_019517	ENSMUSG00000040605	Bace2	1110059C24Rik|AEPLC|ALP56|ARP1|ASP1|ASP21|BAE2|CDA13|CEAP1|DRAP	beta-site APP-cleaving enzyme 2	protein-coding
2652	chr5	121699873	121700291	+	0	NA	Intergenic	RSINE1|SINE|B4	-11527	NM_009125	20239		NM_009125	ENSMUSG00000042605	Atxn2	9630045M23Rik|ATX2|Sca2	ataxin 2	protein-coding
139	chr1	143631258	143631723	+	0	NA	intron (NM_145991, intron 11 of 16)	intron (NM_145991, intron 11 of 16)	-9207	NM_020025	26878		NM_020025	ENSMUSG00000033849	B3galt2	-	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	protein-coding
701	chr14	25790734	25791258	+	0	NA	Intergenic	L1MC3|LINE|L1	-21924	NM_001101433	71918		NM_001101433	ENSMUSG00000055538	Zcchc24	2310047A01Rik	zinc finger, CCHC domain containing 24	protein-coding
2521	chr19	55257620	55258013	+	0	NA	intron (NM_027976, intron 1 of 21)	intron (NM_027976, intron 1 of 21)	4447	NM_027976	433256		NM_027976	ENSMUSG00000024981	Acsl5	1700030F05Rik|ACS2|ACS5|Facl5	acyl-CoA synthetase long-chain family member 5	protein-coding
3307	chr3	65579649	65579916	+	0	NA	Intergenic	Intergenic	-50368	NR_027955	71004		NM_001033527	ENSMUSG00000121725	4931440P22Rik	-	RIKEN cDNA 4931440P22 gene	ncRNA
2575	chr3	107931200	107932097	+	0	NA	promoter-TSS (NM_001356351)	promoter-TSS (NM_001356351)	-34	NM_001356351	68312		NM_026672	ENSMUSG00000004035	Gstm7	0610005A07Rik|Cd203c	glutathione S-transferase, mu 7	protein-coding
333	chr10	128587737	128588079	+	0	NA	intron (NM_010153, intron 1 of 27)	intron (NM_010153, intron 1 of 27)	1727	NM_010153	13867		NM_010153	ENSMUSG00000018166	Erbb3	Erbb-3|Erbb3r|Her3	erb-b2 receptor tyrosine kinase 3	protein-coding
1555	chr3	98587580	98588070	+	0	NA	Intergenic	Intergenic	-23787	NM_008294	15495		NM_008294	ENSMUSG00000095143	Hsd3b4	-	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 4	protein-coding
3710	chr9	95581004	95581712	+	0	NA	Intergenic	Intergenic	21724	NM_198414	75552		NM_198414	ENSMUSG00000064225	Paqr9	1700020G04Rik|Blnc1|C730029A08Rik	progestin and adipoQ receptor family member IX	protein-coding
2782	chr8	48545674	48546054	+	0	NA	intron (NM_011857, intron 2 of 28)	intron (NM_011857, intron 2 of 28)	128826	NM_011857	23965		NM_011857	ENSMUSG00000031561	Tenm3	2610100B16Rik|Odz1|Odz3|Ten-m3|mKIAA1455	teneurin transmembrane protein 3	protein-coding
2384	chr13	75907177	75907458	+	0	NA	intron (NM_028493, intron 6 of 11)	intron (NM_028493, intron 6 of 11)	36507	NM_028493	73296		NM_028493	ENSMUSG00000021589	Rhobtb3	1700040C17Rik|2610033K01Rik|4930503C18Rik|mKIAA0878	Rho-related BTB domain containing 3	protein-coding
3039	chr11	32347637	32348039	+	0	NA	promoter-TSS (NM_177364)	promoter-TSS (NM_177364)	-2	NM_177364	268396		NM_177364	ENSMUSG00000040711	Sh3pxd2b	G431001E03Rik|TSK4|Tks4|fad49	SH3 and PX domains 2B	protein-coding
1672	chr4	63171986	63172792	+	0	NA	promoter-TSS (NM_001317352)	promoter-TSS (NM_001317352)	-258	NM_010616	16552		NM_010616	ENSMUSG00000028357	Kif12	-	kinesin family member 12	protein-coding
2445	chr16	14939350	14940228	+	0	NA	Intergenic	Intergenic	33143	NM_025769	66793		NM_025769	ENSMUSG00000068617	Clxn	4930449A16Rik|5430404L10Rik|Efcab1	calaxin	protein-coding
807	chr15	38447190	38447551	+	0	NA	Intergenic	Intergenic	43177	NR_105916	102465574		NR_105916	ENSMUSG00000099110	Mir6951	Gm27765|mmu-mir-6951	microRNA 6951	ncRNA
2276	chr10	57499421	57499817	+	0	NA	intron (NM_008297, intron 5 of 11)	intron (NM_008297, intron 5 of 11)	13234	NM_008297	15500		NM_008297	ENSMUSG00000019878	Hsf2	-	heat shock factor 2	protein-coding
4200	chr9	76236690	76236988	+	0	NA	intron (NM_198962, intron 4 of 7)	intron (NM_198962, intron 4 of 7)	-23182	NR_153419	404194		NM_205844	ENSMUSG00000059383	Gfral	Gral	GDNF family receptor alpha like	protein-coding
2340	chr12	13218077	13218647	+	0	NA	TTS (NM_134040)	TTS (NM_134040)	30812	NM_134040	104721		NM_134040	ENSMUSG00000037149	Ddx1	DBP-RB	DEAD box helicase 1	protein-coding
1277	chr2	6212526	6213589	+	0	NA	promoter-TSS (NM_024208)	promoter-TSS (NM_024208)	-63	NM_024208	67856		NM_024208	ENSMUSG00000039063	Echdc3	2310005D12Rik	enoyl Coenzyme A hydratase domain containing 3	protein-coding
1720	chr4	123613382	123613986	+	0	NA	intron (NM_001199136, intron 1 of 97)	intron (NM_001199136, intron 1 of 97)	-2736	NR_105824	102465214		NR_105824	ENSMUSG00000099005	Mir6398	Gm27657|mmu-mir-6398	microRNA 6398	ncRNA
1099	chr18	12861814	12863237	+	0	NA	5' UTR (NM_001252491, exon 1 of 13)	5' UTR (NM_001252491, exon 1 of 13)	188	NM_001252491	64291		NM_020573	ENSMUSG00000044252	Osbpl1a	G430090F17Rik|Gm753|ORP-1|Osbpl1b	oxysterol binding protein-like 1A	protein-coding
1885	chr5	115731382	115731633	+	0	NA	exon (NM_001080808, exon 1 of 9)	exon (NM_001080808, exon 1 of 9)	114	NR_151598	75665		NM_001080808	ENSMUSG00000041609	Bicdl1	2210403N09Rik|BICDR-1|Ccdc64	BICD family like cargo adaptor 1	protein-coding
2773	chr8	41016166	41016873	+	0	NA	intron (NM_001005863, intron 6 of 13)	intron (NM_001005863, intron 6 of 13)	-1219	NR_015457	78849		NR_015457	ENSMUSG00000084960	B430010I23Rik	-	RIKEN cDNA B430010I23 gene	ncRNA
2299	chr11	5575114	5575594	+	0	NA	intron (NM_023816, intron 4 of 26)	intron (NM_023816, intron 4 of 26)	5670	NM_023816	76389		NM_023816	ENSMUSG00000020481	Ankrd48	1700008J08Rik|1700012M14Rik|Ankrd36|GC3	ankyrin repeat domain 48	protein-coding
2077	chr6	144503933	144504519	+	0	NA	Intergenic	Intergenic	-168642	NR_040519	66760		NR_040519	ENSMUSG00000085785	Sox5os3	4933425H06Rik	SRY (sex determining region Y)-box 5, opposite strand 3	ncRNA
1076	chr17	85928073	85929152	+	0	NA	Intergenic	Intergenic	216563	NM_030133	78586		NM_030133	ENSMUSG00000024135	Srbd1	D530025C17Rik	S1 RNA binding domain 1	protein-coding
261	chr10	71159343	71160110	+	0	NA	promoter-TSS (NM_031397)	promoter-TSS (NM_031397)	-36	NM_001347189	83675		NM_031397	ENSMUSG00000014329	Bicc1	Bic-C|bpk|jcpk	BicC family RNA binding protein 1	protein-coding
650	chr13	89709605	89710229	+	0	NA	TTS (NM_172955)	TTS (NM_172955)	32595	NM_172955	13003		NM_019389	ENSMUSG00000021614	Vcan	5430420N07Rik|9430051N09|Cspg2|DPEAAE|NG2|PG-M|PG-M(V0)|PG-M(V1)|hdf	versican	protein-coding
1758	chr4	144981108	144981492	+	0	NA	intron (NM_001276465, intron 68 of 69)	intron (NM_001276465, intron 68 of 69)	88163	NM_001357275	20148		NM_011303	ENSMUSG00000066026	Dhrs3	Rsdr1|retSDR1	dehydrogenase/reductase 3	protein-coding
4089	chr6	3307613	3307762	+	0	NA	intron (NR_036696, intron 1 of 2)	intron (NR_036696, intron 1 of 2)	19168	NR_036696	667335		NR_036696	ENSMUSG00000106779	Gm8579	EG667335	spermatogenesis associated glutamate (E)-rich protein 4a pseudogene	pseudo
186	chr1	191444540	191444807	+	0	NA	intron (NR_151615, intron 3 of 5)	Tigger19a|DNA|TcMar-Tigger	20375	NR_151615	102634668		NR_151615	ENSMUSG00000103114	Gm32200	-	predicted gene, 32200	ncRNA
3808	chr12	51767472	51767819	+	0	NA	exon (NM_144788, exon 26 of 43)	exon (NM_144788, exon 26 of 43)	61891	NM_144788	207304		NM_144788	ENSMUSG00000035247	Hectd1	A630086P08Rik|b2b327Clo|opm	HECT domain E3 ubiquitin protein ligase 1	protein-coding
2135	chr7	79780506	79781591	+	0	NA	intron (NM_001381992, intron 18 of 18)	intron (NM_001381992, intron 18 of 18)	12542	NM_008588	17292		NM_008588	ENSMUSG00000030544	Mesp1	bHLHc5	mesoderm posterior 1	protein-coding
3761	chr8	126838987	126839534	+	0	NA	Intergenic	Intergenic	-9760	NR_151740	414091		NM_001033546		A630001O12Rik	Gm45803	RIKEN cDNA A630001O12 gene	ncRNA
1683	chr4	82506074	82507060	+	0	NA	promoter-TSS (NM_001113209)	promoter-TSS (NM_001113209)	-788	NM_008687	18028		NM_008687	ENSMUSG00000008575	Nfib	6720429L07Rik|CTF|E030026I10Rik|NF-I/B|NF1-B|NFI-B	nuclear factor I/B	protein-coding
2519	chr19	47457775	47458451	+	0	NA	intron (NM_008018, intron 1 of 14)	intron (NM_008018, intron 1 of 14)	6298	NM_001164717	14218		NM_008018	ENSMUSG00000053617	Sh3pxd2a	2310014D11Rik|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5	SH3 and PX domains 2A	protein-coding
3516	chr8	77132830	77133305	+	0	NA	intron (NM_001083906, intron 3 of 8)	intron (NM_001083906, intron 3 of 8)	230737	NM_001083906	110784		NM_001083906	ENSMUSG00000031618	Nr3c2	MR|Mlr	nuclear receptor subfamily 3, group C, member 2	protein-coding
2632	chr5	38491851	38492181	+	0	NA	intron (NM_145559, intron 1 of 10)	intron (NM_145559, intron 1 of 10)	-8631	NM_001012363	117591		NM_145559	ENSMUSG00000005107	Slc2a9	GLUT-9|Glut9|SLC2A9B|SLC2a9A	solute carrier family 2 (facilitated glucose transporter), member 9	protein-coding
2251	chr1	156073070	156073698	+	0	NA	Intergenic	Intergenic	32523	NM_001160181	240832		NM_022329	ENSMUSG00000050565	Tor1aip2	1110020D10Rik|15kDa|A130072J07|Ifrg15|Lull1	torsin A interacting protein 2	protein-coding
91	chr1	86670310	86670952	+	0	NA	promoter-TSS (NM_010933)	promoter-TSS (NM_010933)	-58	NM_010933	18159		NM_010933	ENSMUSG00000026241	Nppc	CNP|lbab	natriuretic peptide type C	protein-coding
220	chr10	39163202	39163477	+	0	NA	intron (NM_001127376, intron 1 of 4)	intron (NM_001127376, intron 1 of 4)	455	NM_001127376	327743		NM_001127376	ENSMUSG00000062074	Ccn6	Gm735|WISP-3|Wisp3	cellular communication network factor 6	protein-coding
3160	chr15	91178713	91179195	+	0	NA	intron (NM_011994, intron 4 of 9)	intron (NM_011994, intron 4 of 9)	13053	NM_011994	26874		NM_011994	ENSMUSG00000055782	Abcd2	ABC39|ALDL1|ALDR|ALDRP	ATP-binding cassette, sub-family D member 2	protein-coding
434	chr11	107124275	107124820	+	0	NA	intron (NM_176850, intron 1 of 27)	intron (NM_176850, intron 1 of 27)	7600	NM_176850	207165		NM_176850	ENSMUSG00000040481	Bptf	9430093H17Rik|Falz	bromodomain PHD finger transcription factor	protein-coding
2237	chr1	91823543	91823963	+	0	NA	intron (NM_007855, intron 1 of 1)	intron (NM_007855, intron 1 of 1)	22292	NM_007855	13345		NM_007855	ENSMUSG00000007805	Twist2	Dermo1|bHLHa39	twist basic helix-loop-helix transcription factor 2	protein-coding
78	chr1	75936615	75937203	+	0	NA	Intergenic	Intergenic	390447	NM_001357150	20536		NM_009208	ENSMUSG00000006576	Slc4a3	A930038D23Rik|Ae3	solute carrier family 4 (anion exchanger), member 3	protein-coding
1236	chr19	38480877	38481637	+	0	NA	Intergenic	CpG	22675	NR_166900	108168429		NR_166900		Gm46666	-	predicted gene, 46666	ncRNA
509	chr12	76311022	76311864	+	0	NA	intron (NM_138745, intron 23 of 27)	intron (NM_138745, intron 23 of 27)	-13448	NM_001101471	238276		NM_001101471	ENSMUSG00000021057	Akap5	3526401B18Rik|AKAP 150|AKAP-5|AKAP150|Gm258|P150	A kinase anchor protein 5	protein-coding
669	chr13	106760199	106760960	+	0	NA	Intergenic	Intergenic	75723	NR_165805	116707477		NR_165805	ENSMUSG00000042590	Ipo11-lrrc70	-	Ipo11-lrrc70 readthrough	ncRNA
335	chr10	128790438	128791147	+	0	NA	promoter-TSS (NM_021412)	promoter-TSS (NM_021412)	-118	NM_001164197	58223		NM_021412	ENSMUSG00000025355	Mmp19	-	matrix metallopeptidase 19	protein-coding
989	chr17	13705416	13705966	+	0	NA	Intergenic	ERVL-B4-int|LTR|ERVL	-54850	NR_151731	17356		NM_010806	ENSMUSG00000068036	Afdn	5033403D15Rik|AF6|Af-6|Afadin|Gm314|I-afadin|Mllt4|S-afadin	afadin, adherens junction formation factor	protein-coding
3296	chr3	27751609	27751976	+	0	NA	Intergenic	MLT1F|LTR|ERVL-MaLR	-41340	NM_001356953	72007		NM_173182	ENSMUSG00000039286	Fndc3b	1600019O04Rik|Fad104|mKIAA4164	fibronectin type III domain containing 3B	protein-coding
2527	chr2	27870947	27871501	+	0	NA	Intergenic	Intergenic	-15201	NM_015734	12831		NM_015734	ENSMUSG00000026837	Col5a1	-	collagen, type V, alpha 1	protein-coding
1526	chr3	83862996	83863427	+	0	NA	Intergenic	Intergenic	-21603	NM_011905	24088		NM_011905	ENSMUSG00000027995	Tlr2	Ly105	toll-like receptor 2	protein-coding
1648	chr4	46554522	46555094	+	0	NA	intron (NM_178893, intron 3 of 12)	intron (NM_178893, intron 3 of 12)	11632	NM_178893	107684		NM_178893	ENSMUSG00000028337	Coro2a	9030208C03Rik|IR10	coronin, actin binding protein 2A	protein-coding
3301	chr3	52069886	52070324	+	0	NA	intron (NM_001004176, intron 1 of 4)	AmnSINE1|SINE|Deu	34901	NM_001004176	433586		NM_001004176	ENSMUSG00000061143	Maml3	Mam-2|mKIAA1816	mastermind like transcriptional coactivator 3	protein-coding
719	chr14	45387501	45387800	+	0	NA	intron (NM_019425, intron 1 of 5)	intron (NM_019425, intron 1 of 5)	1146	NM_019425	54342		NM_019425	ENSMUSG00000037722	Gnpnat1	EMeg32|Gpnat1|Gsnpat	glucosamine-phosphate N-acetyltransferase 1	protein-coding
3097	chr13	37732244	37732764	+	0	NA	Intergenic	Intergenic	-93534	NM_026830	68750		NM_026830	ENSMUSG00000039087	Rreb1	1110037N09Rik|B930013M22Rik|sao	ras responsive element binding protein 1	protein-coding
3793	chr9	110362336	110362837	+	0	NA	intron (NM_001001144, intron 3 of 22)	intron (NM_001001144, intron 3 of 22)	29230	NM_001001144	235623		NM_001001144	ENSMUSG00000032485	Scap	9530044G19|mKIAA0199	SREBF chaperone	protein-coding
3279	chr2	116021076	116021463	+	0	NA	intron (NM_001159569, intron 7 of 12)	intron (NM_001159569, intron 7 of 12)	43350	NM_001346044	17536		NM_010825	ENSMUSG00000027210	Meis2	A430109D20Rik|Mrg1|Stra10	Meis homeobox 2	protein-coding
1121	chr18	39057625	39058142	+	0	NA	intron (NM_001361073, intron 1 of 21)	intron (NM_001361073, intron 1 of 21)	64730	NM_001374831	71302		NM_175164	ENSMUSG00000036452	Arhgap26	1810044B20Rik|2610010G17Rik|4933432P15Rik|mKIAA0621	Rho GTPase activating protein 26	protein-coding
852	chr15	82406923	82407561	+	0	NA	promoter-TSS (NM_010005)	promoter-TSS (NM_010005)	-48	NM_010005	13101		NM_010005	ENSMUSG00000094806	Cyp2d10	Cyp2d|P450-2D	cytochrome P450, family 2, subfamily d, polypeptide 10	protein-coding
1175	chr18	75657374	75657887	+	0	NA	intron (NM_201354, intron 1 of 11)	intron (NM_201354, intron 1 of 11)	40066	NM_201354	269037		NM_201354	ENSMUSG00000052928	Ctif	Gm672	CBP80/20-dependent translation initiation factor	protein-coding
2036	chr6	117168285	117168815	+	0	NA	promoter-TSS (NM_021704)	promoter-TSS (NM_021704)	15	NM_013655	20315		NM_013655	ENSMUSG00000061353	Cxcl12	Pbsf|Scyb12|Sdf1|Tlsf|Tpar1	C-X-C motif chemokine ligand 12	protein-coding
1037	chr17	47955043	47955833	+	0	NA	Intergenic	Intergenic	-30806	NM_028767	74123		NM_028767	ENSMUSG00000023991	Foxp4	1200010K03Rik|2310007G05Rik|mFKHLA	forkhead box P4	protein-coding
1733	chr4	135326472	135326790	+	0	NA	intron (NM_001369073, intron 13 of 16)	intron (NM_001369073, intron 13 of 16)	26515	NM_016799	51796		NM_016799	ENSMUSG00000028809	Srrm1	POP101|Srm160	serine/arginine repetitive matrix 1	protein-coding
3068	chr12	17425784	17426314	+	0	NA	intron (NM_001008421, intron 20 of 20)	intron (NM_001008421, intron 20 of 20)	70657	NR_037226	100526470		NR_037226	ENSMUSG00000093037	Mir3066	mir-3066|mmu-mir-3066	microRNA 3066	ncRNA
1901	chr5	130074589	130074852	+	0	NA	intron (NM_013837, intron 1 of 5)	intron (NM_013837, intron 1 of 5)	1394	NM_013837	22021		NM_013837	ENSMUSG00000034118	Tpst1	Tango13a	protein-tyrosine sulfotransferase 1	protein-coding
100	chr1	93567047	93568063	+	0	NA	intron (NM_145519, intron 6 of 26)	intron (NM_145519, intron 6 of 26)	55451	NM_145519	227377		NM_145519	ENSMUSG00000034066	Farp2	D030026M03Rik|Fir|mKIAA0793	FERM, RhoGEF and pleckstrin domain protein 2	protein-coding
3111	chr13	110425525	110426194	+	0	NA	Intergenic	Intergenic	30815	NM_152804	20620		NM_152804	ENSMUSG00000021701	Plk2	Snk	polo like kinase 2	protein-coding
195	chr1	194610400	194610896	+	0	NA	Intergenic	Intergenic	-9181	NM_008882	18845		NM_008882	ENSMUSG00000026640	Plxna2	2810428A13Rik|OCT|PlexA2|Plxn2|mKIAA0463	plexin A2	protein-coding
823	chr15	66968593	66969198	+	0	NA	intron (NM_008681, intron 1 of 15)	CpG	746	NM_008681	17988		NM_008681	ENSMUSG00000005125	Ndrg1	CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5	N-myc downstream regulated gene 1	protein-coding
1051	chr17	63361721	63362029	+	0	NA	intron (NM_015794, intron 5 of 8)	intron (NM_015794, intron 5 of 8)	-48902	NR_130176	414079		NR_130176	ENSMUSG00000090565	4930405O22Rik	-	RIKEN cDNA 4930405O22 gene	ncRNA
246	chr10	66928237	66929104	+	0	NA	Intergenic	Intergenic	-8286	NR_138560	68488		NR_138560		1110002J07Rik	-	RIKEN cDNA 1110002J07 gene	ncRNA
2071	chr6	140646811	140647293	+	0	NA	intron (NM_178803, intron 6 of 7)	intron (NM_178803, intron 6 of 7)	20167	NM_001309436	11569		NM_009637	ENSMUSG00000030232	Aebp2	B230313N05Rik	AE binding protein 2	protein-coding
297	chr10	100015404	100016339	+	0	NA	promoter-TSS (NM_001347156)	promoter-TSS (NM_001347156)	50	NM_001347156	17311		NM_013598	ENSMUSG00000019966	Kitl	Clo|Con|Gb|Kitlg|Mgf|SCF|SF|SLF|Sl|blz|contrasted	kit ligand	protein-coding
1309	chr2	32464262	32464991	+	0	NA	Intergenic	Intergenic	-13156	NM_001164357	227731		NM_146118	ENSMUSG00000026819	Slc25a25	1110030N17Rik|MCSC|SCaMC-2|mKIAA1896	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25	protein-coding
2742	chr8	11458272	11458954	+	0	NA	intron (NM_011227, intron 1 of 1)	intron (NM_011227, intron 1 of 1)	-19316	NR_126558	102132		NR_126558	ENSMUSG00000096957	E230013L22Rik	-	RIKEN cDNA E230013L22 gene	ncRNA
2025	chr6	108570840	108571750	+	0	NA	Intergenic	Intergenic	51872	NR_040757	75394		NR_040757	ENSMUSG00000087341	0610040F04Rik	-	RIKEN cDNA 0610040F04 gene	ncRNA
1724	chr4	127168327	127169981	+	0	NA	promoter-TSS (NM_198618)	promoter-TSS (NM_198618)	-50	NM_198618	242667		NM_198618	ENSMUSG00000042388	Dlgap3	DAP-3|DAP3|Prpl8|Sapap3	DLG associated protein 3	protein-coding
4204	chr2	38927206	38927412	+	0	NA	promoter-TSS (NM_010264)	promoter-TSS (NM_010264)	-848	NM_010264	14536		NM_010264	ENSMUSG00000063972	Nr6a1	1700113M01Rik|Gcnf|NCNF|RTR	nuclear receptor subfamily 6, group A, member 1	protein-coding
2344	chr12	24661133	24661462	+	0	NA	3' UTR (NM_178357, exon 4 of 4)	3' UTR (NM_178357, exon 4 of 4)	9926	NM_178357	194655		NM_178357	ENSMUSG00000020653	Klf11	9830142A17|D12Ertd427e|Tieg2|Tieg2b|Tieg3	Kruppel-like transcription factor 11	protein-coding
1322	chr2	37570702	37571064	+	0	NA	non-coding (NR_166612, exon 19 of 19)	non-coding (NR_166612, exon 19 of 19)	54257	NM_177383	338346		NM_177383	ENSMUSG00000053164	Gpr21	C230004C13Rik	G protein-coupled receptor 21	protein-coding
3798	chr1	84872194	84872466	+	0	NA	intron (NM_025386, intron 1 of 3)	intron (NM_025386, intron 1 of 3)	32489	NM_025386	66153		NM_025386	ENSMUSG00000073633	Fbxo36	0610008D19Rik|1110020F21Rik|2410002G19Rik|D1Ertd757e	F-box protein 36	protein-coding
936	chr16	38901999	38902781	+	0	NA	promoter-TSS (NM_170599)	promoter-TSS (NM_170599)	45	NM_170599	207683		NM_170599	ENSMUSG00000022790	Igsf11	1700025L02Rik|BT-IgSF|Igsf13	immunoglobulin superfamily, member 11	protein-coding
2155	chr7	99161121	99161939	+	0	NA	intron (NM_026384, intron 4 of 7)	intron (NM_026384, intron 4 of 7)	-20386	NM_178635	78610		NM_178635	ENSMUSG00000035354	Uvrag	9530039D02Rik|Uvrag1|Uvragl	UV radiation resistance associated gene	protein-coding
2380	chr13	50578832	50579467	+	0	NA	Intergenic	Intergenic	21931	NR_030647	100124649		NR_030647	ENSMUSG00000119667	Mir683-2	Gm23091|Mirn683-2|Mirn683b|mmu-mir-683|mmu-mir-683-2	microRNA 683-2	ncRNA
2485	chr17	84137050	84137820	+	0	NA	intron (NR_168022, intron 1 of 3)	intron (NR_168022, intron 1 of 3)	18993	NR_168022	100503447		NR_167663	ENSMUSG00000117485	Gm19696	-	predicted gene, 19696	ncRNA
3714	chr9	121916136	121916695	+	0	NA	promoter-TSS (NM_010012)	promoter-TSS (NM_010012)	-110	NM_010012	13124		NM_010012	ENSMUSG00000050445	Cyp8b1	-	cytochrome P450, family 8, subfamily b, polypeptide 1	protein-coding
3312	chr3	86134911	86135281	+	0	NA	Intergenic	B3|SINE|B2	3762	NR_004417	19870		NR_004417	ENSMUSG00000064984	Snord73a	Rnu73a|U73a	small nucleolar RNA, C/D box U73A	snoRNA
1738	chr4	137712894	137713301	+	0	NA	intron (NM_001379233, intron 7 of 25)	MIR|SINE|MIR	5592	NM_001331215	110351		NM_029563	ENSMUSG00000041351	Rap1gap	1300019I11Rik|2310004O14Rik|ARPP-90|Gap|Rap1GAP1|Rap1ga1	Rap1 GTPase-activating protein	protein-coding
3063	chr11	110101254	110101403	+	0	NA	3' UTR (NM_147220, exon 39 of 39)	3' UTR (NM_147220, exon 39 of 39)	-5391	NM_153145	217258		NM_153145	ENSMUSG00000041828	Abca8a	-	ATP-binding cassette, sub-family A member 8a	protein-coding
3767	chr9	22016896	22017794	+	0	NA	3' UTR (NM_010487, exon 7 of 7)	3' UTR (NM_010487, exon 7 of 7)	14357	NM_001293651	19089		NM_008925	ENSMUSG00000003402	Prkcsh	80K-H|PKCSH	protein kinase C substrate 80K-H	protein-coding
3215	chr18	5125358	5125863	+	0	NA	Intergenic	Intergenic	40121	NR_153824	102637682		NR_153824	ENSMUSG00000097888	Gm26682	Gm38715	predicted gene, 26682	ncRNA
3059	chr11	107276860	107277351	+	0	NA	intron (NM_001359616, intron 5 of 8)	intron (NM_001359616, intron 5 of 8)	-58819	NR_166849	102640379		NR_166848		Gm11716	-	predicted gene 11716	ncRNA
1535	chr3	89279512	89279851	+	0	NA	promoter-TSS (NM_010107)	promoter-TSS (NM_010107)	-36	NM_010107	13636		NM_010107	ENSMUSG00000027954	Efna1	B61|Efl1|Epl1|Eplg1|Lerk1	ephrin A1	protein-coding
