PeakID (cmd=annotatePeaks.pl ../beds/community0.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1884	chr10	34826589	34829379	+	0	NA	intron (NM_019619, intron 2 of 24)	MER46C|DNA|TcMar-Tigger	276240	NM_001184791	56288		NM_019619	ENSG00000148498	PARD3	ASIP|Baz|PAR3|PAR3alpha|PARD-3|PARD3A|PPP1R118|SE2-5L16|SE2-5LT1|SE2-5T2	par-3 family cell polarity regulator	protein-coding
3064	chr1	167051775	167052773	+	0	NA	intron (NM_005814, intron 1 of 6)	intron (NM_005814, intron 1 of 6)	7340	NM_005814	10223		NM_005814	ENSG00000143167	GPA33	A33	glycoprotein A33	protein-coding
8293	chr4	131827954	131828632	+	0	NA	Intergenic	MSTA|LTR|ERVL-MaLR	530777	NR_147186	105377420		NR_147186		LINC02479	-	long intergenic non-protein coding RNA 2479	ncRNA
8081	chr6	135945310	135946298	+	0	NA	intron (NR_152845, intron 2 of 4)	intron (NR_152845, intron 2 of 4)	126865	NR_152842	100131814		NR_026805	ENSG00000231028	AHI1-DT	C6orf217|LINC00271|NCRNA00271	AHI1 divergent transcript	ncRNA
7940	chr7	130920387	130920814	+	0	NA	intron (NM_001145354, intron 2 of 18)	intron (NM_001145354, intron 2 of 18)	91938	NR_125364	100506881		NR_125364	ENSG00000236753	MKLN1-AS	MKLN1-AS2	MKLN1 antisense RNA	ncRNA
4554	chr7	73652608	73653060	+	0	NA	intron (NM_002914, intron 7 of 9)	intron (NM_002914, intron 7 of 9)	15895	NM_181471	5982		NM_002914	ENSG00000049541	RFC2	RFC40	replication factor C subunit 2	protein-coding
5601	chr9	19166587	19166884	+	0	NA	Intergenic	MSTA|LTR|ERVL-MaLR	-39131	NR_038064	123		NM_001122	ENSG00000147872	PLIN2	ADFP|ADRP	perilipin 2	protein-coding
6737	chr8	120130535	120130733	+	0	NA	Intergenic	MSTA|LTR|ERVL-MaLR	-49613	NR_134297	101927513		NR_134297	ENSG00000254278	LOC101927513	-	uncharacterized LOC101927513	ncRNA
9713	chr13	30496401	30496609	+	0	NA	intron (NR_047501, intron 1 of 1)	intron (NR_047501, intron 1 of 1)	4283	NR_047501	100861573		NR_047501	ENSG00000224405	LINC00572	-	long intergenic non-protein coding RNA 572	ncRNA
8312	chr6	45789815	45790540	+	0	NA	Intergenic	Intergenic	115157	NR_045673	53405		NM_016929	ENSG00000112782	CLIC5	DFNB102|DFNB103|MST130|MSTP130	chloride intracellular channel 5	protein-coding
2700	chr12	127526328	127527278	+	0	NA	intron (NR_104646, intron 1 of 6)	intron (NR_104646, intron 1 of 6)	18139	NR_104646	101927592		NR_104646	ENSG00000249345	LINC02405	-	long intergenic non-protein coding RNA 2405	ncRNA
610	chr16	27180882	27181468	+	0	NA	Intergenic	MLT1N2|LTR|ERVL-MaLR	-33672	NM_024773	79831		NM_024773	ENSG00000155666	KDM8	JMJD5	lysine demethylase 8	protein-coding
7810	chr4	109375284	109375942	+	0	NA	Intergenic	Intergenic	-102776	NR_134679	101929621		NR_134679		LOC101929621	-	uncharacterized LOC101929621	ncRNA
2875	chr8	105293217	105293992	+	0	NA	Intergenic	Intergenic	58041	NM_001282882	9699		NM_014677	ENSG00000176406	RIMS2	CRSDS|OBOE|RAB3IP3|RIM2	regulating synaptic membrane exocytosis 2	protein-coding
4787	chr9	123994861	123995514	+	0	NA	intron (NM_001353053, intron 6 of 25)	ERVL-E-int|LTR|ERVL	-31040	NM_016322	51552		NM_016322	ENSG00000119396	RAB14	FBP|RAB-14	RAB14, member RAS oncogene family	protein-coding
7648	chr18	53167494	53169830	+	0	NA	intron (NM_001369567, intron 3 of 19)	intron (NM_001369567, intron 3 of 19)	9341	NM_001243231	6925		NM_003199	ENSG00000196628	TCF4	CDG2T|E2-2|FCD2|FECD3|ITF-2|ITF2|PTHS|SEF-2|SEF2|SEF2-1|SEF2-1A|SEF2-1B|SEF2-1D|TCF-4|bHLHb19	transcription factor 4	protein-coding
4689	chr8	87612067	87614567	+	0	NA	intron (NM_019098, intron 15 of 17)	L2c|LINE|L2	86653	NM_003909	8895		NM_003909	ENSG00000085719	CPNE3	CPN3|PRO1071	copine 3	protein-coding
5723	chr4	25322143	25323285	+	0	NA	intron (NM_024936, intron 3 of 12)	Kanga1|DNA|TcMar-Tc2	8318	NM_001318148	29063		NM_014150	ENSG00000168228	ZCCHC4	HSPC052|ZGRF4	zinc finger CCHC-type containing 4	protein-coding
1134	chr22	37163148	37163735	+	0	NA	TTS (NR_134623)	TTS (NR_134623)	8722	NR_033531	11020		NM_006860	ENSG00000100360	IFT27	BBS19|CFAP156|FAP156|RABL4|RAYL	intraflagellar transport 27	protein-coding
5335	chr21	42443489	42443916	+	0	NA	Intergenic	Intergenic	76289	NR_024100	284835		NR_024100	ENSG00000226496	LINC00323	C21orf130|NCRNA00323|PRED42	long intergenic non-protein coding RNA 323	ncRNA
3198	chr10	82269250	82270263	+	0	NA	intron (NM_001351266, intron 6 of 9)	intron (NM_001351266, intron 6 of 9)	25942	NR_120661	101929574		NR_120661	ENSG00000226659	TSPAN14-AS1	-	TSPAN14 antisense RNA 1	ncRNA
1248	chr3	162316030	162317359	+	0	NA	Intergenic	LTR14B|LTR|ERVK	704395	NR_033945	647107		NR_033945	ENSG00000241369	LINC01192	CT64	long intergenic non-protein coding RNA 1192	ncRNA
8931	chr6	135387463	135388379	+	0	NA	Intergenic	Intergenic	-11961	NM_006620	10767		NM_006620	ENSG00000112339	HBS1L	EF-1a|ERFS|HBS1|HSPC276|eRF3c	HBS1 like translational GTPase	protein-coding
9955	chr13	32306094	32306559	+	0	NA	Intergenic	L2|LINE|L2	-7337	NM_130806	122042		NM_130806	ENSG00000133105	RXFP2	GPR106|GREAT|INSL3R|LGR8|LGR8.1|RXFPR2	relaxin family peptide receptor 2	protein-coding
7967	chr8	139390799	139391382	+	0	NA	intron (NM_001362965, intron 1 of 19)	intron (NM_001362965, intron 1 of 19)	118414	NM_015912	51059		NM_015912	ENSG00000147724	FAM135B	C8ORFK32	family with sequence similarity 135 member B	protein-coding
5498	chr6	124500391	124501291	+	0	NA	intron (NM_001300737, intron 2 of 7)	intron (NM_001300737, intron 2 of 7)	-103310	NM_001300740	154215		NM_153355	ENSG00000188580	NKAIN2	FAM77B|NKAIP2|TCBA|TCBA1	sodium/potassium transporting ATPase interacting 2	protein-coding
480	chr14	75611579	75612296	+	0	NA	intron (NM_006827, intron 3 of 4)	intron (NM_006827, intron 3 of 4)	-18186	NM_001329238	91754		NM_033116	ENSG00000119638	NEK9	APUG|LCCS10|NC|NERCC|NERCC1	NIMA related kinase 9	protein-coding
8326	chr8	141956316	141956908	+	0	NA	intron (NM_001352699, intron 1 of 35)	HAL1|LINE|L1	54491	NM_001352710	5747		NM_005607	ENSG00000169398	PTK2	FADK|FADK 1|FAK|FAK1|FRNK|PPP1R71|p125FAK|pp125FAK	protein tyrosine kinase 2	protein-coding
1676	chr8	90073235	90074671	+	0	NA	Intergenic	Intergenic	695986	NR_125822	101929709		NR_125822	ENSG00000251136	PARAIL	RIPK2-DT	palmitic acid regulated anti-inflammatory lncRNA	ncRNA
7170	chr17	27375261	27376034	+	0	NA	intron (NM_016518, intron 2 of 7)	AmnSINE1|SINE|Deu	5488	NM_016518	51268		NM_016518	ENSG00000179761	PIPOX	LPIPOX	pipecolic acid and sarcosine oxidase	protein-coding
2115	chr2	115163240	115163980	+	0	NA	Intergenic	Intergenic	-36608	NM_001321910	57628		NM_020868	ENSG00000175497	DPP10	DPL2|DPPY|DPRP-3|DPRP3	dipeptidyl peptidase like 10	protein-coding
3792	chr2	103377672	103378518	+	0	NA	promoter-TSS (NM_144632)	promoter-TSS (NM_144632)	-395	NM_144632	130827		NM_144632	ENSG00000170417	TMEM182	-	transmembrane protein 182	protein-coding
7276	chr4	131822268	131823171	+	0	NA	Intergenic	AluSx|SINE|Alu	525203	NR_147186	105377420		NR_147186		LINC02479	-	long intergenic non-protein coding RNA 2479	ncRNA
553	chr15	68247299	68248173	+	0	NA	Intergenic	MLT1F1|LTR|ERVL-MaLR	-98917	NM_016166	8554		NM_016166	ENSG00000033800	PIAS1	DDXBP1|GBP|GU/RH-II|ZMIZ3	protein inhibitor of activated STAT 1	protein-coding
626	chr16	54400864	54401652	+	0	NA	non-coding (NR_134922, exon 2 of 2)	non-coding (NR_134922, exon 2 of 2)	3112	NR_134922	100996345		NR_134922	ENSG00000261803	LINC02140	-	long intergenic non-protein coding RNA 2140	ncRNA
6639	chr6	93922339	93923299	+	0	NA	Intergenic	Intergenic	204059	NM_001376470	2045		NM_004440	ENSG00000135333	EPHA7	EHK-3|EHK3|EK11|HEK11	EPH receptor A7	protein-coding
2045	chr16	89343756	89344871	+	0	NA	intron (NM_013275, intron 9 of 12)	intron (NM_013275, intron 9 of 12)	-18223	NR_136339	105371414		NR_136339	ENSG00000260279	LOC105371414	-	uncharacterized LOC105371414	ncRNA
9548	chr18	1658956	1659765	+	0	NA	Intergenic	L2b|LINE|L2	-299730	NR_023926	56651		NM_031416		LINC00470	C18orf2	long intergenic non-protein coding RNA 470	ncRNA
8410	chr5	14706419	14707292	+	0	NA	3' UTR (NM_054027, exon 12 of 12)	3' UTR (NM_054027, exon 12 of 12)	-5948	NR_046285	100130744		NR_046285		LOC100130744	-	uncharacterized LOC100130744	ncRNA
4455	chr6	110778621	110779459	+	0	NA	intron (NM_033125, intron 1 of 7)	LTR13|LTR|ERVK	18776	NM_033125	85413		NM_033125	ENSG00000004809	SLC22A16	CT2|FLIPT2|HEL-S-18|OAT6|OCT6|OKB1|dJ261K5.1	solute carrier family 22 member 16	protein-coding
2766	chr20	16674820	16675322	+	0	NA	Intergenic	Intergenic	-35600	NM_003092	6629		NM_003092	ENSG00000125870	SNRPB2	Msl1|U2B''	small nuclear ribonucleoprotein polypeptide B2	protein-coding
2667	chr1	222461389	222461893	+	0	NA	Intergenic	Intergenic	259805	NM_024746	79802		NM_024746	ENSG00000143512	HHIPL2	KIAA1822L	HHIP like 2	protein-coding
4874	chr20	24727997	24728611	+	0	NA	Intergenic	Intergenic	-201601	NM_003650	8530		NM_003650	ENSG00000077984	CST7	CMAP	cystatin F	protein-coding
2948	chr2	68398578	68399002	+	0	NA	intron (NM_001329916, intron 5 of 5)	L2|LINE|L2	13770	NM_020143	56902		NM_020143	ENSG00000115946	PNO1	KHRBP1|RRP20	partner of NOB1 homolog	protein-coding
6814	chr14	43050277	43050749	+	0	NA	Intergenic	Intergenic	974454	NR_144388	145581		NM_152447	ENSG00000165379	LRFN5	C14orf146|FIGLER8|SALM5	leucine rich repeat and fibronectin type III domain containing 5	protein-coding
422	chr13	98931708	98932720	+	0	NA	intron (NM_001286839, intron 2 of 27)	intron (NM_001286839, intron 2 of 27)	71436	NR_036129	100422881		NR_036129	ENSG00000263399	MIR3170	mir-3170	microRNA 3170	ncRNA
3895	chr21	24075459	24077143	+	0	NA	Intergenic	THE1D-int|LTR|ERVL-MaLR	-375305	NR_106746	102466967		NR_106746	ENSG00000275469	MIR6130	hsa-mir-6130	microRNA 6130	ncRNA
235	chr11	19399433	19400362	+	0	NA	intron (NM_001111018, intron 2 of 38)	intron (NM_001111018, intron 2 of 38)	33114	NM_001111018	89797		NM_145117	ENSG00000166833	NAV2	HELAD1|POMFIL2|RAINB1|STEERIN2|UNC53H2	neuron navigator 2	protein-coding
1777	chr9	112209653	112210809	+	0	NA	intron (NM_001145370, intron 1 of 19)	intron (NM_001145370, intron 1 of 19)	3433	NM_001145369	5774		NM_002829	ENSG00000070159	PTPN3	PTP-H1|PTPH1	protein tyrosine phosphatase non-receptor type 3	protein-coding
7708	chr20	16732432	16733249	+	0	NA	TTS (NM_020157)	TTS (NM_020157)	3837	NM_020157	56914		NM_020157	ENSG00000125879	OTOR	FDP|MIAL1	otoraplin	protein-coding
3780	chr2	55388548	55389139	+	0	NA	Intergenic	Intergenic	-23876	NM_001321904	57142		NM_007008	ENSG00000115310	RTN4	ASY|NI220/250|NOGO|NSP|NSP-CL|Nbla00271|Nbla10545|RTN-X|RTN4-A|RTN4-B1|RTN4-B2|RTN4-C	reticulon 4	protein-coding
3924	chr21	36875691	36876827	+	0	NA	intron (NR_073512, intron 1 of 2)	intron (NR_073512, intron 1 of 2)	76803	NR_073512	100506403		NR_073512	ENSG00000159216	LOC100506403	-	uncharacterized LOC100506403	ncRNA
2818	chr5	17118581	17119547	+	0	NA	Intergenic	Intergenic	37037	NR_162112	113218490		NR_162112		MIR10522	-	microRNA 10522	ncRNA
6944	chr11	692826	693472	+	0	NA	intron (NM_001367390, intron 1 of 11)	intron (NM_001367390, intron 1 of 11)	2073	NM_021008	10522		NM_021008	ENSG00000177030	DEAF1	MRD24|NEDHELS|NUDR|SPN|VSVS|ZMYND5	DEAF1 transcription factor	protein-coding
9058	chr1	194737823	194738445	+	0	NA	Intergenic	MSTB|LTR|ERVL-MaLR	1319711	NR_146895	105371673		NR_146895		LINC01724	-	long intergenic non-protein coding RNA 1724	ncRNA
2555	chr2	162885820	162886425	+	0	NA	intron (NR_166824, intron 10 of 25)	intron (NR_166824, intron 10 of 25)	44603	NM_001379604	1803		NM_001935	ENSG00000197635	DPP4	ADABP|ADCP2|CD26|DPPIV|TP103	dipeptidyl peptidase 4	protein-coding
7102	chr11	49003097	49004231	+	0	NA	Intergenic	Intergenic	-46711	NM_001206626	283116		NM_001206626	ENSG00000182053	TRIM49B	-	tripartite motif containing 49B	protein-coding
8086	chr7	43548107	43548457	+	0	NA	TTS (NR_038276)	TTS (NR_038276)	13859	NR_038276	100506895		NR_038276	ENSG00000231638	LUARIS	SCAT6|lncRNA32	lncRNA upregulator of antiviral response interferon signaling	ncRNA
8644	chr6	167616697	167617769	+	0	NA	Intergenic	Intergenic	-24555	NR_157263	112590798		NR_157263	ENSG00000280707	HPAT5	-	human pluripotency-associated transcript 5	ncRNA
1488	chr6	134028317	134029224	+	0	NA	intron (NR_109982, intron 4 of 8)	LTR33B|LTR|ERVL	-113515	NR_027030	154089		NM_153224		LINC01312	-	long intergenic non-protein coding RNA 1312	ncRNA
7497	chr10	97239753	97240559	+	0	NA	intron (NM_001384455, intron 1 of 25)	intron (NM_001384455, intron 1 of 25)	-39219	NM_001034955	10580		NM_006434	ENSG00000095637	SORBS1	CAP|FLAF2|R85FL|SH3D5|SH3P12|SORB1	sorbin and SH3 domain containing 1	protein-coding
5968	chr18	28615899	28616915	+	0	NA	intron (NM_024423, intron 1 of 16)	intron (NM_024423, intron 1 of 16)	6301	NM_001941	1825		NM_001941	ENSG00000134762	DSC3	CDHF3|DSC|DSC1|DSC2|DSC4|HT-CP	desmocollin 3	protein-coding
9845	chr6	77954398	77955205	+	0	NA	Intergenic	Intergenic	218407	NM_000863	3351		NM_000863	ENSG00000135312	HTR1B	5-HT-1B|5-HT-1D-beta|5-HT1B|5-HT1DB|HTR1D2|HTR1DB|S12	5-hydroxytryptamine receptor 1B	protein-coding
5606	chr9	35495929	35496712	+	0	NA	intron (NM_001330740, intron 1 of 10)	intron (NM_001330740, intron 1 of 10)	6212	NM_001330740	9853		NM_014806	ENSG00000198853	RUSC2	Iporin|MRT61	RUN and SH3 domain containing 2	protein-coding
8450	chr14	83721040	83722137	+	0	NA	Intergenic	MER21C|LTR|ERVL	612612	NR_146650	101928599		NR_146650	ENSG00000258743	LINC02301	-	long intergenic non-protein coding RNA 2301	ncRNA
4415	chr6	47071293	47072314	+	0	NA	Intergenic	Intergenic	-61735	NM_153840	266977		NM_025048	ENSG00000153292	ADGRF1	GPR110|KPG_012|PGR19|hGPCR36	adhesion G protein-coupled receptor F1	protein-coding
9602	chr15	34072422	34073110	+	0	NA	intron (NM_001243996, intron 65 of 102)	MIR3|SINE|MIR	-187932	NM_001320917	1133		NM_012125	ENSG00000184984	CHRM5	HM5	cholinergic receptor muscarinic 5	protein-coding
5647	chr10	121441601	121442110	+	0	NA	Intergenic	Intergenic	30963	NM_004281	9531		NM_004281	ENSG00000151929	BAG3	BAG-3|BIS|CAIR-1|MFM6	BAG cochaperone 3	protein-coding
6475	chr21	38952971	38953551	+	0	NA	Intergenic	Intergenic	160660	NM_130438	1859		NM_001396	ENSG00000157540	DYRK1A	DYRK|DYRK1|HP86|MNB|MNBH|MRD7	dual specificity tyrosine phosphorylation regulated kinase 1A	protein-coding
877	chr2	545301	546540	+	0	NA	non-coding (NR_146470, exon 1 of 2)	non-coding (NR_146470, exon 1 of 2)	115	NR_146470	101927362		NR_146470	ENSG00000225942	LINC01875	-	long intergenic non-protein coding RNA 1875	ncRNA
10087	chr9	114360161	114362346	+	0	NA	intron (NM_001146108, intron 1 of 9)	L1MA7|LINE|L1	458	NM_012212	22949		NM_012212	ENSG00000106853	PTGR1	DIG-1|LTB4DH|PGR1|ZADH3	prostaglandin reductase 1	protein-coding
9915	chr9	74595048	74596359	+	0	NA	intron (NM_001365053, intron 3 of 3)	DNA1_Mam|DNA|TcMar	69148	NM_182505	138241		NM_182505	ENSG00000155621	C9orf85	-	chromosome 9 open reading frame 85	protein-coding
4308	chr5	133187393	133189745	+	0	NA	Intergenic	L1P2|LINE|L1	-60799	NR_131252	105664404		NR_131252	ENSG00000249073	WSPAR	LncTCF7|TCONS_00009511	WNT signaling pathway activating non-coding RNA	ncRNA
2155	chr20	641008	641960	+	0	NA	TTS (NM_033129)	TTS (NM_033129)	-7640	NM_080725	140809		NM_080725	ENSG00000271303	SRXN1	C20orf139|Npn3|SRX|SRX1	sulfiredoxin 1	protein-coding
7502	chr10	121166304	121167066	+	0	NA	intron (NM_005308, intron 4 of 15)	intron (NM_005308, intron 4 of 15)	29201	NR_039829	100616398		NR_039829	ENSG00000265719	MIR4681	-	microRNA 4681	ncRNA
343	chr12	76115978	76117132	+	0	NA	Intergenic	Intergenic	-211166	NM_007043	11103		NM_007043	ENSG00000111615	KRR1	HRB2|RIP-1	KRR1 small subunit processome component homolog	protein-coding
1534	chr7	30839042	30840944	+	0	NA	intron (NR_037598, intron 7 of 19)	intron (NR_037598, intron 7 of 19)	28960	NM_032222	84182		NM_032222	ENSG00000106125	MINDY4	AQP-1|AQP1|C7orf67|CHIP28|FAM188B	MINDY lysine 48 deubiquitinase 4	protein-coding
3598	chr17	30105292	30106072	+	0	NA	Intergenic	Intergenic	80299	NM_001330176	55352		NM_018405	ENSG00000172301	COPRS	C17orf79|COPR5|HSA272196|TTP1	coordinator of PRMT5 and differentiation stimulator	protein-coding
231	chr11	17671404	17672583	+	0	NA	Intergenic	Intergenic	46493	NR_132279	102723330		NR_132279	ENSG00000255335	LINC02729	-	long intergenic non-protein coding RNA 2729	ncRNA
2858	chr7	92353325	92353774	+	0	NA	intron (NM_001145306, intron 4 of 7)	intron (NM_001145306, intron 4 of 7)	109724	NM_001259	1021		NM_001259	ENSG00000105810	CDK6	MCPH12|PLSTIRE	cyclin dependent kinase 6	protein-coding
4681	chr8	75161389	75163326	+	0	NA	intron (NM_001317830, intron 3 of 5)	intron (NM_001317830, intron 3 of 5)	71239	NM_001363051	56704		NM_020647	ENSG00000104369	JPH1	CMT2K|JP-1|JP1	junctophilin 1	protein-coding
8939	chr13	80742219	80743829	+	0	NA	Intergenic	Intergenic	157812	NR_104138	101515984		NR_104138		LINC01080	TCONS_00021856	long intergenic non-protein coding RNA 1080	ncRNA
7570	chr14	27109411	27109850	+	0	NA	intron (NR_147061, intron 2 of 6)	L1PA7|LINE|L1	41777	NR_147061	102725045		NR_147061	ENSG00000257842	NOVA1-DT	C14orf22|LINC02588|NOVA1-AS1	NOVA1 divergent transcript	ncRNA
2515	chr13	94705797	94707057	+	0	NA	intron (NM_005708, intron 4 of 8)	intron (NM_005708, intron 4 of 8)	133818	NR_046535	100873972		NR_046535	ENSG00000236520	GPC6-AS1	-	GPC6 antisense RNA 1	ncRNA
513	chr14	104666800	104668665	+	0	NA	Intergenic	Intergenic	-22189	NR_146613	145195		NR_146611	ENSG00000258913	LINC02691	C14orf144	long intergenic non-protein coding RNA 2691	ncRNA
9018	chr5	89316648	89317490	+	0	NA	Intergenic	Intergenic	-4532	NR_037433	100500825		NR_037433	ENSG00000264342	MIR3660	mir-3660	microRNA 3660	ncRNA
5746	chr8	80578240	80578938	+	0	NA	TTS (NM_001199214)	TTS (NM_001199214)	55237	NM_001199214	11075		NM_007029	ENSG00000104435	STMN2	SCG10|SCGN10	stathmin 2	protein-coding
9148	chr6	155186449	155186762	+	0	NA	Intergenic	Intergenic	12111	NR_036100	100422821		NR_036100	ENSG00000264814	MIR1273C	-	microRNA 1273c	ncRNA
9234	chr10	33562145	33562868	+	0	NA	intron (NM_001244972, intron 2 of 16)	intron (NM_001244972, intron 2 of 16)	61089	NM_001244972	8829		NM_003873	ENSG00000099250	NRP1	BDCA4|CD304|NP1|NRP|VEGF165R	neuropilin 1	protein-coding
8704	chr5	3177055	3177984	+	0	NA	promoter-TSS (NR_104617)	promoter-TSS (NR_104617)	-430	NR_104617	102467074		NR_104617	ENSG00000249808	LINC01377	-	long intergenic non-protein coding RNA 1377	ncRNA
8343	chr11	19453933	19455561	+	0	NA	intron (NM_001111018, intron 2 of 38)	L3|LINE|CR1	74029	NR_049725	100874012		NR_049725	ENSG00000255043	NAV2-AS5	-	NAV2 antisense RNA 5	ncRNA
5707	chr20	43974358	43975567	+	0	NA	intron (NM_002999, intron 1 of 4)	intron (NM_002999, intron 1 of 4)	2102	NM_002999	6385		NM_002999	ENSG00000124145	SDC4	SYND4	syndecan 4	protein-coding
6631	chr6	77303079	77304599	+	0	NA	promoter-TSS (NR_149101)	promoter-TSS (NR_149101)	-499	NR_149101	105377860		NR_149101	ENSG00000236635	LINC02540	-	long intergenic non-protein coding RNA 2540	ncRNA
9742	chr1	72566420	72566758	+	0	NA	intron (NM_173808, intron 1 of 6)	MLT1A|LTR|ERVL-MaLR	181633	NM_173808	257194		NM_173808	ENSG00000172260	NEGR1	DMML2433|IGLON4|KILON|Ntra	neuronal growth regulator 1	protein-coding
6854	chr1	34042220	34043020	+	0	NA	intron (NM_052896, intron 50 of 69)	intron (NM_052896, intron 50 of 69)	104374	NM_001377378	7579		NM_145238	ENSG00000121903	ZSCAN20	KOX29|ZFP-31|ZNF31|ZNF360	zinc finger and SCAN domain containing 20	protein-coding
9670	chr20	6587243	6587692	+	0	NA	Intergenic	MSTD|LTR|ERVL-MaLR	129316	NR_146909	105372516		NR_146909		LINC01713	-	long intergenic non-protein coding RNA 1713	ncRNA
5065	chr12	3881225	3882163	+	0	NA	Intergenic	Intergenic	-19419	NM_032680	84766		NM_032680	ENSG00000130038	CRACR2A	EFCAB4B|RAB46	calcium release activated channel regulator 2A	protein-coding
6731	chr8	82044860	82045567	+	0	NA	Intergenic	LTR16B1|LTR|ERVL	-20910	NM_018440	55824		NM_018440	ENSG00000076641	PAG1	CBP|PAG	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	protein-coding
9642	chr4	77928187	77929440	+	0	NA	intron (NM_001306147, intron 5 of 11)	intron (NM_001306147, intron 5 of 11)	57908	NM_001306147	55752		NM_018243	ENSG00000138758	SEPTIN11	SEPT11|Septin-11	septin 11	protein-coding
7496	chr10	95146270	95147246	+	0	NA	intron (NM_133337, intron 18 of 52)	intron (NM_133337, intron 18 of 52)	95333	NM_013451	26509		NM_013451	ENSG00000138119	MYOF	FER1L3|HAE7	myoferlin	protein-coding
5607	chr9	74427322	74427935	+	0	NA	Intergenic	Intergenic	-44199	NM_013390	23670		NM_013390	ENSG00000135048	CEMIP2	TMEM2	cell migration inducing hyaluronidase 2	protein-coding
495	chr14	91619298	91620118	+	0	NA	intron (NM_001286470, intron 4 of 16)	AluSz6|SINE|Alu	26938	NR_003709	100124539		NR_003709	ENSG00000221102	SNORA11B	-	small nucleolar RNA, H/ACA box 11B	snoRNA
9770	chr5	164612762	164613595	+	0	NA	Intergenic	Intergenic	715893	NR_105065	102546299		NR_105065	ENSG00000241956	LOC102546299	-	uncharacterized LOC102546299	ncRNA
5278	chr2	87308914	87309239	+	0	NA	Intergenic	Intergenic	-5540	NR_026846	285074		NM_001012626	ENSG00000285793	ANAPC1P2	-	ANAPC1 pseudogene 2	pseudo
8087	chr7	47579924	47580500	+	0	NA	intron (NM_022748, intron 1 of 30)	intron (NM_022748, intron 1 of 30)	41497	NM_022748	64759		NM_022748	ENSG00000136205	TNS3	TEM6|TENS1	tensin 3	protein-coding
9805	chr3	106104438	106105519	+	0	NA	Intergenic	LOR1a|LTR|ERV1	-516733	NR_135810	868		NM_004351	ENSG00000114423	CBLB	ADMIO3|Cbl-b|Nbla00127|RNF56	Cbl proto-oncogene B	protein-coding
5646	chr10	89395426	89396225	+	0	NA	Intergenic	HERVL-int|LTR|ERVL	-23810	NM_004670	9060		NM_004670	ENSG00000198682	PAPSS2	ATPSK2|BCYM4|SK2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	protein-coding
5084	chr12	102282641	102283585	+	0	NA	intron (NM_018370, intron 1 of 6)	intron (NM_018370, intron 1 of 6)	11755	NM_018370	55332		NM_018370	ENSG00000136048	DRAM1	DRAM	DNA damage regulated autophagy modulator 1	protein-coding
7873	chr6	6386064	6386921	+	0	NA	intron (NR_026970, intron 4 of 7)	intron (NR_026970, intron 4 of 7)	-65597	NM_000129	2162		NM_000129	ENSG00000124491	F13A1	F13A	coagulation factor XIII A chain	protein-coding
8604	chr8	134058515	134059352	+	0	NA	promoter-TSS (NR_107002)	promoter-TSS (NR_107002)	-107	NR_107002	102466865		NR_107002	ENSG00000276961	MIR7848	hsa-mir-7848	microRNA 7848	ncRNA
3254	chr11	93869813	93870291	+	0	NA	intron (NM_015368, intron 1 of 4)	MSTA|LTR|ERVL-MaLR	8045	NM_015368	24145		NM_015368	ENSG00000110218	PANX1	MRS1|OOMD7|OZEMA7|PX1|UNQ2529	pannexin 1	protein-coding
4781	chr9	112657319	112658838	+	0	NA	intron (NM_001037293, intron 4 of 6)	THE1C|LTR|ERVL-MaLR	115600	NM_007203	445815		NM_007203	ENSG00000157654	PALM2AKAP2	AKAP-2|AKAP-KL|AKAP2|AKAPKL|MISP2|PALM2|PALM2-AKAP2|PRKA2	PALM2 and AKAP2 fusion	protein-coding
7542	chr12	90125353	90125713	+	0	NA	Intergenic	Intergenic	-22390	NM_001682	490		NM_001682	ENSG00000070961	ATP2B1	MRD66|PMCA1|PMCA1kb	ATPase plasma membrane Ca2+ transporting 1	protein-coding
4348	chr5	177912828	177913860	+	0	NA	intron (NM_173465, intron 2 of 28)	intron (NM_173465, intron 2 of 28)	104050	NM_173465	91522		NM_173465	ENSG00000050767	COL23A1	-	collagen type XXIII alpha 1 chain	protein-coding
7389	chr12	32075565	32076115	+	0	NA	Intergenic	LTR25|LTR|ERV1	-35703	NR_135029	105369723		NR_135029	ENSG00000255760	LINC02422	-	long intergenic non-protein coding RNA 2422	ncRNA
945	chr2	106754617	106756783	+	0	NA	promoter-TSS (NM_001253876)	promoter-TSS (NM_001253876)	-363	NM_001253876	80146		NM_025076	ENSG00000115652	UXS1	SDR6E1|UGD|hUXS|hUXS1	UDP-glucuronate decarboxylase 1	protein-coding
63	chr1	35434074	35434215	+	0	NA	Intergenic	AluJb|SINE|Alu	10163	NR_037869	653160		NR_037869	ENSG00000293382	GPR199P	-	G protein-coupled receptor 199, pseudogene	ncRNA
