PeakID (cmd=annotatePeaks.pl ../beds/community2.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2270	chr5	54204727	54205015	+	0	NA	Intergenic	L2a|LINE|L2	76550	NM_001135604	11082		NM_007036	ENSG00000164283	ESM1	endocan	endothelial cell specific molecule 1	protein-coding
3191	chr19	28791515	28792256	+	0	NA	Intergenic	Intergenic	-305710	NR_135636	102724908		NR_135636	ENSG00000266976	LOC102724908	-	uncharacterized LOC102724908	ncRNA
5341	chr20	51617465	51618799	+	0	NA	intron (NM_173485, intron 1 of 2)	intron (NM_173485, intron 1 of 2)	29235	NM_173485	128553		NM_173485	ENSG00000182463	TSHZ2	C20orf17|OVC10-2|TSH2|ZABC2|ZNF218	teashirt zinc finger homeobox 2	protein-coding
1028	chr11	67511926	67512523	+	0	NA	Intergenic	Intergenic	60583	NR_024249	645332		NR_024249	ENSG00000290994	FAM86C2P	-	family with sequence similarity 86, member A pseudogene	pseudo
2716	chr20	14479492	14479847	+	0	NA	intron (NM_080676, intron 4 of 16)	intron (NM_080676, intron 4 of 16)	-55361	NR_104193	140848		NR_104193	ENSG00000227927	MACROD2-IT1	C20orf68|NCRNA00227|bA467D7.4	MACROD2 intronic transcript 1	ncRNA
4900	chr1	162888292	162889080	+	0	NA	Intergenic	L1PREC2|LINE|L1	-50081	NM_178550	339512		NM_178550	ENSG00000185860	CCDC190	C1orf110	coiled-coil domain containing 190	protein-coding
4223	chr5	33686078	33686947	+	0	NA	intron (NM_001324512, intron 3 of 21)	intron (NM_001324512, intron 3 of 21)	205583	NM_030955	81792		NM_030955	ENSG00000151388	ADAMTS12	PRO4389	ADAM metallopeptidase with thrombospondin type 1 motif 12	protein-coding
89	chr11	125974637	125975374	+	0	NA	Intergenic	Intergenic	-41818	NM_001243597	50937		NM_016952	ENSG00000064309	CDON	CDO|CDON1|HPE11|Ihog|ORCAM	cell adhesion associated, oncogene regulated	protein-coding
4572	chr5	25955465	25955921	+	0	NA	Intergenic	X3_LINE|LINE|RTE-BovB	764631	NR_136209	105374693		NR_136209		LINC02211	-	long intergenic non-protein coding RNA 2211	ncRNA
257	chr2	141952487	141953315	+	0	NA	intron (NM_018557, intron 6 of 90)	MLT1F|LTR|ERVL-MaLR	-608647	NR_106979	102465692		NR_106979	ENSG00000283506	MIR7157	hsa-mir-7157	microRNA 7157	ncRNA
5128	chr2	174471779	174473166	+	0	NA	Intergenic	Intergenic	252872	NM_031942	83879		NM_031942	ENSG00000144354	CDCA7	ICF3|JPO1	cell division cycle associated 7	protein-coding
1558	chr10	83633741	83636718	+	0	NA	exon (NM_001010848, exon 1 of 9)	exon (NM_001010848, exon 1 of 9)	159	NM_001165972	10718		NM_001010848	ENSG00000185737	NRG3	HRG3|pro-NRG3	neuregulin 3	protein-coding
992	chr10	87371710	87373329	+	0	NA	intron (NM_017551, intron 15 of 15)	intron (NM_017551, intron 15 of 15)	35031	NR_038986	100507470		NR_038986	ENSG00000234942	GRID1-AS1	-	GRID1 antisense RNA 1	ncRNA
4728	chr4	24131922	24132702	+	0	NA	intron (NR_148982, intron 1 of 13)	MIR3|SINE|MIR	-240642	NM_013261	10891		NM_013261	ENSG00000109819	PPARGC1A	LEM6|PGC-1(alpha)|PGC-1alpha|PGC-1v|PGC1|PGC1A|PPARGC1	PPARG coactivator 1 alpha	protein-coding
3234	chr2	188854149	188855241	+	0	NA	Intergenic	HAL1|LINE|L1	297723	NR_126396	104355152		NR_126396	ENSG00000231689	LINC01090	-	long intergenic non-protein coding RNA 1090	ncRNA
4842	chr3	73497684	73498483	+	0	NA	intron (NM_015009, intron 3 of 9)	intron (NM_015009, intron 3 of 9)	-14937	NM_001303142	23024		NM_015009	ENSG00000121440	PDZRN3	LNX3|SEMACAP3|SEMCAP3	PDZ domain containing ring finger 3	protein-coding
4474	chr4	35344291	35345244	+	0	NA	Intergenic	HERVL-int|LTR|ERVL	900794	NR_146893	116984		NM_015230	ENSG00000047365	ARAP2	CENTD1|PARX	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	protein-coding
4338	chr5	123090197	123092069	+	0	NA	Intergenic	Intergenic	210022	NM_001270572	1456		NM_004384	ENSG00000151292	CSNK1G3	CKI-gamma 3|CSNK1G3L	casein kinase 1 gamma 3	protein-coding
284	chr20	25475766	25476357	+	0	NA	intron (NM_025176, intron 10 of 23)	intron (NM_025176, intron 10 of 23)	87742	NR_134574	9837		NM_021067	ENSG00000101003	GINS1	IMD55|PSF1	GINS complex subunit 1	protein-coding
4860	chr16	50736434	50737209	+	0	NA	intron (NR_163434, intron 2 of 12)	intron (NR_163434, intron 2 of 12)	3530	NM_001293557	64127		NM_022162	ENSG00000167207	NOD2	ACUG|BLAU|BLAUS|CARD15|CD|CLR16.3|IBD1|NLRC2|NOD2B|PSORAS1|YAOS	nucleotide binding oligomerization domain containing 2	protein-coding
3201	chr2	49164025	49164196	+	0	NA	Intergenic	Intergenic	-122632	NR_107011	102465854		NR_107011	ENSG00000212036	MIR548BA	hsa-mir-548ba	microRNA 548ba	ncRNA
2307	chr6	168442541	168444477	+	0	NA	intron (NM_030615, intron 8 of 8)	intron (NM_030615, intron 8 of 8)	24956	NM_005355	3834		NM_005355	ENSG00000125337	KIF25	KNSL3	kinesin family member 25	protein-coding
3912	chr12	113599006	113600143	+	0	NA	intron (NM_001111322, intron 18 of 19)	intron (NM_001111322, intron 18 of 19)	-2592	NR_106956	102466222		NR_106956	ENSG00000276908	MIR7106	hsa-mir-7106	microRNA 7106	ncRNA
5581	chr8	105341949	105343201	+	0	NA	Intergenic	Intergenic	-9449	NM_001257317	81501		NM_030788	ENSG00000164935	DCSTAMP	FIND|TM7SF4|hDC-STAMP	dendrocyte expressed seven transmembrane protein	protein-coding
3469	chr1	6336091	6336970	+	0	NA	intron (NM_007274, intron 8 of 8)	intron (NM_007274, intron 8 of 8)	-15372	NM_207370	387509		NM_207370	ENSG00000158292	GPR153	PGR1	G protein-coupled receptor 153	protein-coding
4014	chr18	2913680	2915104	+	0	NA	3' UTR (NM_032048, exon 8 of 8)	3' UTR (NM_032048, exon 8 of 8)	32229	NR_026659	727896		NR_026659		CHORDC1P4	-	CHORDC1 pseudogene 4	pseudo
3177	chr17	25940458	25940896	+	0	NA	intron (NM_001367810, intron 17 of 18)	MER61C|LTR|ERV1	-17537	NM_001330163	3965		NM_002308	ENSG00000168961	LGALS9	HUAT|LGALS9A	galectin 9	protein-coding
276	chr2	239544443	239546092	+	0	NA	Intergenic	Intergenic	-81127	NR_037809	151171		NR_037809	ENSG00000225493	LINC01107	-	long intergenic non-protein coding RNA 1107	ncRNA
4740	chr10	79041385	79042509	+	0	NA	intron (NM_001271518, intron 1 of 27)	intron (NM_001271518, intron 1 of 27)	68572	NM_001322838	3778		NM_002247	ENSG00000156113	KCNMA1	BKTM|CADEDS|IEG16|KCa1.1|LIWAS|MaxiK|PNKD3|SAKCA|SLO|SLO-ALPHA|SLO1|bA205K10.1|hSlo|mSLO1	potassium calcium-activated channel subfamily M alpha 1	protein-coding
5162	chr16	64111182	64111767	+	0	NA	Intergenic	Tigger1|DNA|TcMar-Tigger	1044492	NM_001797	1009		NM_001797	ENSG00000140937	CDH11	CAD11|CDHOB|ESWS|OB|OSF-4|TBHS2	cadherin 11	protein-coding
4757	chr19	44860597	44861099	+	0	NA	promoter-TSS (NM_001083335)	promoter-TSS (NM_001083335)	8	NM_001348283	7771		NM_013380	ENSG00000062370	ZNF112	ZFP112|ZNF228	zinc finger protein 112	protein-coding
778	chr4	75365629	75366720	+	0	NA	Intergenic	L1MA9|LINE|L1	55321	NM_001657	374		NM_001657	ENSG00000109321	AREG	AR|AREGB|CRDGF|SDGF	amphiregulin	protein-coding
5140	chr9	38310864	38311887	+	0	NA	Intergenic	Intergenic	-81324	NM_000692	219		NM_000692	ENSG00000137124	ALDH1B1	ALDH5|ALDHX	aldehyde dehydrogenase 1 family member B1	protein-coding
4762	chr6	161694348	161695672	+	0	NA	promoter-TSS (NM_020133)	promoter-TSS (NM_020133)	83	NM_020133	56895		NM_020133	ENSG00000026652	AGPAT4	1-AGPAT4|LPAAT-delta|LPAAT4|LPLAT4|dJ473J16.2	1-acylglycerol-3-phosphate O-acyltransferase 4	protein-coding
5157	chr20	41120950	41122613	+	0	NA	intron (NM_133170, intron 7 of 31)	MIR|SINE|MIR	-192342	NR_110004	101927159		NR_110004	ENSG00000229042	LOC101927159	-	uncharacterized LOC101927159	ncRNA
1527	chr1	69786293	69787226	+	0	NA	Intergenic	MIR|SINE|MIR	-112179	NR_147164	105378788		NR_147164	ENSG00000229639	LINC01758	-	long intergenic non-protein coding RNA 1758	ncRNA
5525	chr9	119212761	119213309	+	0	NA	intron (NM_198186, intron 5 of 7)	intron (NM_198186, intron 5 of 7)	-50150	NR_103711	493913		NR_103711	ENSG00000256040	PAPPA-AS1	DIPAS|NCRNA00156|PAPPA-AS|PAPPAAS|PAPPAS|TAF2C2|TAF4B|TAFII105	PAPPA antisense RNA 1	ncRNA
1155	chr16	80060879	80061706	+	0	NA	Intergenic	Intergenic	232146	NR_104661	101928248		NR_104660	ENSG00000260876	LINC01229	-	long intergenic non-protein coding RNA 1229	ncRNA
3390	chr8	32077648	32078398	+	0	NA	intron (NM_013962, intron 1 of 4)	intron (NM_013962, intron 1 of 4)	194289	NR_104156	100856811		NR_104156	ENSG00000253974	NRG1-IT1	-	NRG1 intronic transcript 1	ncRNA
4186	chr3	149824708	149825264	+	0	NA	intron (NR_136187, intron 1 of 2)	intron (NR_136187, intron 1 of 2)	10756	NR_136187	105374313		NR_136187		LOC105374313	-	uncharacterized LOC105374313	ncRNA
2746	chr3	55724628	55725405	+	0	NA	intron (NM_015576, intron 15 of 16)	intron (NM_015576, intron 15 of 16)	-31519	NR_024615	711		NM_001213	ENSG00000281708	ERC2-IT1	C1orf1|C3orf51|Po42	ERC2 intronic transcript 1	ncRNA
537	chr21	43732959	43733937	+	0	NA	intron (NM_003226, intron 2 of 2)	intron (NM_003226, intron 2 of 2)	2071	NM_003226	7033		NM_003226	ENSG00000160180	TFF3	ITF|P1B|TFI	trefoil factor 3	protein-coding
4261	chr6	147851334	147851991	+	0	NA	intron (NM_001030060, intron 1 of 1)	intron (NM_001030060, intron 1 of 1)	21836	NM_001030060	389432		NM_001030060	ENSG00000203727	SAMD5	dJ875H10.1	sterile alpha motif domain containing 5	protein-coding
3800	chr2	85303524	85304282	+	0	NA	Intergenic	Intergenic	-9433	NR_146453	100996478		NR_146453	ENSG00000260840	LINC01964	-	long intergenic non-protein coding RNA 1964	ncRNA
1625	chr15	47711921	47712220	+	0	NA	intron (NM_001198999, intron 2 of 19)	L2a|LINE|L2	235784	NM_001198999	80031		NM_020858	ENSG00000137872	SEMA6D	-	semaphorin 6D	protein-coding
5627	chr19	51161171	51162764	+	0	NA	TTS (NM_016148)	TTS (NM_016148)	9265	NM_001195076	342918		NM_001195076	ENSG00000235034	C19orf81	-	chromosome 19 open reading frame 81	protein-coding
2180	chr20	2818673	2819331	+	0	NA	exon (NM_022760, exon 6 of 8)	exon (NM_022760, exon 6 of 8)	2299	NM_022760	64773		NM_022760	ENSG00000132635	PCED1A	C20orf81|FAM113A|bA12M19.1	PC-esterase domain containing 1A	protein-coding
335	chr3	194341689	194342562	+	0	NA	intron (NM_001166305, intron 5 of 10)	MLT1C|LTR|ERVL-MaLR	12023	NM_001011655	93109		NM_138399	ENSG00000145014	TMEM44	-	transmembrane protein 44	protein-coding
2541	chr3	75428515	75429037	+	0	NA	Intergenic	Intergenic	55490	NR_024241	692099		NR_024241	ENSG00000291223	FAM86DP	FAM86D	family with sequence similarity 86 member D, pseudogene	pseudo
1681	chr2	118817618	118818027	+	0	NA	Intergenic	Intergenic	-28172	NM_001321331	51141		NM_016133	ENSG00000125629	INSIG2	INSIG-2	insulin induced gene 2	protein-coding
1864	chr18	6139724	6140618	+	0	NA	intron (NM_173464, intron 13 of 19)	intron (NM_173464, intron 13 of 19)	-116572	NR_110765	101927150		NR_110765		L3MBTL4-AS1	-	L3MBTL4 antisense RNA 1	ncRNA
3445	chr19	54483405	54484656	+	0	NA	intron (NM_031895, intron 3 of 3)	intron (NM_031895, intron 3 of 3)	-1531	NR_030632	100126325		NR_030632	ENSG00000284583	MIR935	MIRN935|hsa-mir-935|mir-935	microRNA 935	ncRNA
5311	chr12	75651214	75651686	+	0	NA	Intergenic	Intergenic	22930	NR_149000	100130268		NR_149000	ENSG00000254451	LOC100130268	-	uncharacterized LOC100130268	ncRNA
1470	chr8	67054374	67055018	+	0	NA	intron (NM_184087, intron 4 of 4)	intron (NM_184087, intron 4 of 4)	15332	NM_184087	84675		NM_033058	ENSG00000147573	TRIM55	MURF-2|RNF29|muRF2	tripartite motif containing 55	protein-coding
1010	chr10	133871688	133872716	+	0	NA	Intergenic	Intergenic	-7248	NM_001323090	282973		NM_194303	ENSG00000188385	JAKMIP3	C10orf14|C10orf39|Jamip3|NECC2|bA140A10.5	Janus kinase and microtubule interacting protein 3	protein-coding
2866	chr20	13227838	13229649	+	0	NA	intron (NM_080826, intron 1 of 5)	intron (NM_080826, intron 1 of 5)	-8409	NR_040043	100505536		NR_040043		ISM1-AS1	-	ISM1 antisense RNA 1	ncRNA
3702	chr6	128921460	128922249	+	0	NA	Intergenic	Intergenic	-80110	NM_001291982	5796		NM_002844	ENSG00000152894	PTPRK	R-PTP-kappa	protein tyrosine phosphatase receptor type K	protein-coding
2897	chr6	2471308	2471993	+	0	NA	Intergenic	Intergenic	-163084	NR_149118	105374885		NR_149118		LINC02521	-	long intergenic non-protein coding RNA 2521	ncRNA
588	chr2	20772489	20772793	+	0	NA	Intergenic	Intergenic	19667	NR_046836	100874343		NR_046836	ENSG00000231948	HS1BP3-IT1	-	HS1BP3 intronic transcript 1	ncRNA
1298	chr22	44851082	44851858	+	0	NA	Intergenic	MIR|SINE|MIR	12263	NR_109966	101927526		NR_109966	ENSG00000232655	LINC01656	-	long intergenic non-protein coding RNA 1656	ncRNA
5008	chr8	125748061	125748854	+	0	NA	Intergenic	LTR33|LTR|ERVL	-7709	NM_001282971	9788		NM_014751	ENSG00000170873	MTSS1	MIM|MIMA|MIMB	MTSS I-BAR domain containing 1	protein-coding
5658	chr1	196990989	196991230	+	0	NA	Intergenic	THE1D|LTR|ERVL-MaLR	44423	NM_030787	81494		NM_030787	ENSG00000134389	CFHR5	CFHL5|CFHR5D|FHR-5|FHR5	complement factor H related 5	protein-coding
4093	chr13	110667044	110667719	+	0	NA	Intergenic	Intergenic	-38251	NR_126387	104355146		NR_126387	ENSG00000231428	LINC00396	-	long intergenic non-protein coding RNA 396	ncRNA
4409	chr17	12244461	12246212	+	0	NA	Intergenic	Intergenic	-207949	NR_034145	284034		NM_182567	ENSG00000179136	LINC00670	CARDINAL	long intergenic non-protein coding RNA 670	ncRNA
1744	chr4	182580436	182580802	+	0	NA	Intergenic	Intergenic	170507	NR_147188	105377573		NR_147188	ENSG00000251336	TENM3-AS2	TEMN3-AS1	TENM3 antisense transcript 2	ncRNA
3678	chr2	204500818	204501184	+	0	NA	Intergenic	AluSg|SINE|Alu	-70197	NM_001243078	940		NM_006139	ENSG00000178562	CD28	Tp44	CD28 molecule	protein-coding
2325	chr7	149774532	149775102	+	0	NA	intron (NM_001351028, intron 6 of 9)	LTR85a|LTR|Gypsy?	-30013	NR_147022	653857		NM_001164458	ENSG00000106526	ACTR3C	ARP11	actin related protein 3C	protein-coding
4710	chr7	97656614	97657332	+	0	NA	Intergenic	Intergenic	-37557	NM_006188	4951		NM_006188	ENSG00000135175	OCM2	OCM|OM	oncomodulin 2	protein-coding
2906	chr7	75814764	75815606	+	0	NA	Intergenic	Intergenic	-16029	NM_001291831	222183		NM_153043	ENSG00000177679	SRRM3	-	serine/arginine repetitive matrix 3	protein-coding
5110	chr13	21343112	21343578	+	0	NA	intron (NM_001318939, intron 1 of 4)	intron (NM_001318939, intron 1 of 4)	4752	NR_134934	221143		NM_174928	ENSG00000150456	EEF1AKMT1	ESP13|N6AMT2|eEF1A-KMT	EEF1A lysine methyltransferase 1	protein-coding
3436	chr13	73425119	73426393	+	0	NA	intron (NM_001349655, intron 10 of 18)	MER52A|LTR|ERV1	69485	NM_006346	10464		NM_006346	ENSG00000083535	PIBF1	C13orf24|CEP90|JBTS33|PIBF	progesterone immunomodulatory binding factor 1	protein-coding
1793	chr8	3103113	3105209	+	0	NA	intron (NM_033225, intron 26 of 69)	AluSx|SINE|Alu	-518170	NR_125425	101927815		NR_125423	ENSG00000254319	LINC03021	-	long intergenic non-protein coding RNA 3021	ncRNA
4276	chr7	147468345	147468826	+	0	NA	intron (NM_014141, intron 12 of 22)	intron (NM_014141, intron 12 of 22)	99814	NR_133929	105375556		NR_133929	ENSG00000230190	LOC105375556	-	uncharacterized LOC105375556	ncRNA
3287	chr3	140527798	140528843	+	0	NA	Intergenic	L1PB1|LINE|L1	131414	NM_152616	287015		NM_152616	ENSG00000155890	TRIM42	PPP1R40|T4A1	tripartite motif containing 42	protein-coding
4044	chr1	243596354	243597087	+	0	NA	intron (NM_001350249, intron 16 of 17)	intron (NM_001350249, intron 16 of 17)	87242	NR_039824	100616343		NR_039824	ENSG00000265201	MIR4677	mir-4677	microRNA 4677	ncRNA
2381	chr8	126954110	126954904	+	0	NA	non-coding (NR_038446, exon 2 of 2)	non-coding (NR_038446, exon 2 of 2)	8934	NR_038447	100130231		NR_038446	ENSG00000245164	LINC00861	-	long intergenic non-protein coding RNA 861	ncRNA
1108	chr15	26315522	26317173	+	0	NA	Intergenic	L2c|LINE|L2	-44613	NR_038851	503519		NR_038851	ENSG00000259150	LINC00929	-	long intergenic non-protein coding RNA 929	ncRNA
2735	chr21	33880363	33881117	+	0	NA	intron (NM_058187, intron 7 of 7)	intron (NM_058187, intron 7 of 7)	77093	NM_144659	140290		NM_018277	ENSG00000242220	TCP10L	C21orf77|LINC00846|PRED77|TCP10A-1|TCP10A-2	t-complex 10 like	protein-coding
4812	chr5	122423887	122426612	+	0	NA	intron (NM_001136239, intron 1 of 7)	CpG	313	NM_001136239	93166		NM_001136239	ENSG00000061455	PRDM6	KMT8C|PDA3|PRISM	PR/SET domain 6	protein-coding
1505	chr9	96084388	96084829	+	0	NA	Intergenic	AluY|SINE|Alu	23977	NR_166069	445577		NM_001098808		FAM120A2P	C9orf129|bA165J3.3	family with sequence similarity 120A2, pseudogene	pseudo
3960	chr4	8046439	8047117	+	0	NA	intron (NM_032432, intron 9 of 15)	intron (NM_032432, intron 9 of 15)	26937	NM_001286688	84448		NM_032432	ENSG00000163995	ABLIM2	-	actin binding LIM protein family member 2	protein-coding
5507	chr2	176957273	176958243	+	0	NA	exon (NM_000523, exon 1 of 2)	exon (NM_000523, exon 1 of 2)	309	NM_000523	3239		NM_000523	ENSG00000128714	HOXD13	BDE|BDSD|HOX4I|SPD|SPD1	homeobox D13	protein-coding
281	chr20	23279625	23280413	+	0	NA	Intergenic	Intergenic	-51409	NM_013248	29107		NM_013248	ENSG00000132661	NXT1	MTR2|P15	nuclear transport factor 2 like export factor 1	protein-coding
1931	chr1	38139448	38139896	+	0	NA	Intergenic	Intergenic	16529	NM_001350764	54955		NM_017850	ENSG00000116922	AIRIM	C1orf109	AFG2 interacting ribosome maturation factor	protein-coding
3942	chr2	224482666	224483590	+	0	NA	Intergenic	Intergenic	-16049	NM_003469	7857		NM_003469	ENSG00000171951	SCG2	CHGC|EM66|SN|SgII	secretogranin II	protein-coding
30	chr1	153369091	153369667	+	0	NA	intron (NM_001319198, intron 1 of 2)	intron (NM_001319198, intron 1 of 2)	-5715	NM_001319196	6279		NM_002964	ENSG00000143546	S100A8	60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8|S100-A8	S100 calcium binding protein A8	protein-coding
2871	chr3	41639161	41639911	+	0	NA	intron (NM_017886, intron 31 of 36)	intron (NM_017886, intron 31 of 36)	364059	NM_017886	54986		NM_017886	ENSG00000168038	ULK4	FAM7C1|REC01035	unc-51 like kinase 4	protein-coding
1904	chr6	97141401	97142824	+	0	NA	Intergenic	L1PBa1|LINE|L1	131111	NM_001322467	9457		NM_020482	ENSG00000112214	FHL5	1700027G07Rik|ACT|FHL-5|dJ393D12.2	four and a half LIM domains 5	protein-coding
4942	chr21	45087223	45087836	+	0	NA	intron (NM_015056, intron 1 of 15)	intron (NM_015056, intron 1 of 15)	8088	NM_015056	23076		NM_015056	ENSG00000160208	RRP1B	KIAA0179|NNP1L|Nnp1|PPP1R136|RRP1	ribosomal RNA processing 1B	protein-coding
3812	chr4	69265111	69265642	+	0	NA	Intergenic	MER21A|LTR|ERVL	-47805	NM_014058	28983		NM_014058	ENSG00000087128	TMPRSS11E	DESC1|TMPRSS11E2	transmembrane serine protease 11E	protein-coding
294	chr21	47546535	47547568	+	0	NA	intron (NM_001849, intron 27 of 27)	intron (NM_001849, intron 27 of 27)	-24238	NM_001350598	100861507		NM_001350598	ENSG00000237338	FTCD-AS1	-	FTCD antisense RNA 1	ncRNA
4960	chr7	95178996	95179804	+	0	NA	Intergenic	Intergenic	46428	NM_002612	5166		NM_002612	ENSG00000004799	PDK4	-	pyruvate dehydrogenase kinase 4	protein-coding
982	chr10	50820810	50821594	+	0	NA	promoter-TSS (NM_020986)	promoter-TSS (NM_020986)	58	NM_020986	1103		NM_020549	ENSG00000070748	CHAT	CHOACTASE|CMS1A|CMS1A2|CMS6	choline O-acetyltransferase	protein-coding
2694	chr2	33951394	33952470	+	0	NA	non-coding (NR_003143, exon 1 of 1)	non-coding (NR_003143, exon 1 of 1)	1352	NR_003143	151325		NM_207329	ENSG00000293267	MYADML	-	myeloid associated differentiation marker like (pseudogene)	pseudo
40	chr1	213154742	213155999	+	0	NA	intron (NM_024749, intron 5 of 5)	intron (NM_024749, intron 5 of 5)	31487	NM_001136474	79805		NM_024749	ENSG00000143494	VASH2	-	vasohibin 2	protein-coding
1652	chr18	77918760	77919578	+	0	NA	intron (NM_032510, intron 2 of 2)	intron (NM_032510, intron 2 of 2)	13362	NR_028339	100130522		NM_001145731	ENSG00000267270	PARD6G-AS1	-	PARD6G antisense RNA 1	ncRNA
4436	chr6	128759053	128759926	+	0	NA	intron (NM_001291982, intron 1 of 18)	intron (NM_001291982, intron 1 of 18)	82255	NM_001291981	5796		NM_002844	ENSG00000152894	PTPRK	R-PTP-kappa	protein tyrosine phosphatase receptor type K	protein-coding
2689	chr19	57559189	57559488	+	0	NA	Intergenic	L2a|LINE|L2	-72171	NM_020903	57663		NM_020903	ENSG00000131864	USP29	HOM-TES-84/86	ubiquitin specific peptidase 29	protein-coding
1549	chr10	25335997	25337591	+	0	NA	intron (NM_001270383, intron 2 of 5)	intron (NM_001270383, intron 2 of 5)	14414	NM_001270383	219670		NM_145010	ENSG00000151023	ENKUR	C10orf63|CFAP106	enkurin, TRPC channel interacting protein	protein-coding
1002	chr10	123981409	123981995	+	0	NA	intron (NM_206860, intron 5 of 15)	intron (NM_206860, intron 5 of 15)	-49109	NM_001318189	118663		NM_144587	ENSG00000138152	BTBD16	C10orf87	BTB domain containing 16	protein-coding
3710	chr7	119692799	119693794	+	0	NA	Intergenic	LTR4|LTR|ERV1	-145867	NR_131961	105375475		NR_131960	ENSG00000225546	LINC02476	LVCAT5|lnc-TSPAN12	long intergenic non-protein coding RNA 2476	ncRNA
1667	chr2	45464337	45465744	+	0	NA	intron (NR_033831, intron 1 of 5)	intron (NR_033831, intron 1 of 5)	17040	NR_033831	400952		NR_033831	ENSG00000205054	LINC01121	UNQ6975	long intergenic non-protein coding RNA 1121	ncRNA
5665	chr10	81504509	81505330	+	0	NA	intron (NR_120613, intron 6 of 6)	LTR5B|LTR|ERVK	41936	NM_001278495	729262		NM_001278495	ENSG00000188199	NUTM2B	FAM22B|bA119F19.1	NUT family member 2B	protein-coding
1696	chr2	236298571	236299910	+	0	NA	Intergenic	MIR3|SINE|MIR	-103447	NM_014914	116987		NM_014914	ENSG00000157985	AGAP1	AGAP-1|CENTG2|GGAP1|cnt-g2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	protein-coding
4287	chr8	18282979	18283476	+	0	NA	Intergenic	MIR3|SINE|MIR	34435	NM_000015	10		NM_000015	ENSG00000156006	NAT2	AAC2|NAT-2|PNAT	N-acetyltransferase 2	protein-coding
1343	chr3	134623068	134623596	+	0	NA	intron (NM_004441, intron 1 of 15)	intron (NM_004441, intron 1 of 15)	109230	NM_004441	2047		NM_004441	ENSG00000154928	EPHB1	ELK|EPHT2|Hek6|NET	EPH receptor B1	protein-coding
67	chr11	11193313	11193723	+	0	NA	Intergenic	MIR|SINE|MIR	181279	NM_001256686	283106		NM_001256686	ENSG00000254598	CSNK2A3	CSNK2A1P	casein kinase 2 alpha 3	protein-coding
5256	chr3	126798021	126798410	+	0	NA	Intergenic	MLT1G3|LTR|ERVL-MaLR	90778	NM_032242	5361		NM_032242	ENSG00000114554	PLXNA1	DWOPNED|NOV|NOVP|PLEXIN-A1|PLXN1	plexin A1	protein-coding
3044	chr3	154579905	154580830	+	0	NA	Intergenic	Intergenic	-161546	NM_001354642	4311		NM_000902	ENSG00000196549	MME	CALLA|CD10|CMT2T|NEP|SCA43|SFE	membrane metalloendopeptidase	protein-coding
653	chr10	133590851	133591443	+	0	NA	Intergenic	Intergenic	31388	NR_038365	399827		NM_001001677	ENSG00000189275	LINC01164	-	long intergenic non-protein coding RNA 1164	ncRNA
5292	chr8	105600405	105602216	+	0	NA	promoter-TSS (NM_013437)	promoter-TSS (NM_013437)	-58	NM_013437	29967		NM_013437	ENSG00000147650	LRP12	ALS28|MIG13A|ST7	LDL receptor related protein 12	protein-coding
725	chr2	23872336	23873148	+	0	NA	intron (NM_052920, intron 5 of 13)	intron (NM_052920, intron 5 of 13)	264692	NM_052920	114818		NM_025067	ENSG00000119771	KLHL29	KBTBD9	kelch like family member 29	protein-coding
3276	chr3	116754413	116755801	+	0	NA	Intergenic	Intergenic	114829	NR_121607	100506724		NR_121607	ENSG00000242385	LINC00901	LSAMP-AS4|TCONS_00005428	long intergenic non-protein coding RNA 901	ncRNA
4702	chr5	84014276	84014588	+	0	NA	Intergenic	L1PA14|LINE|L1	-333734	NM_005711	10085		NM_005711	ENSG00000164176	EDIL3	DEL1	EGF like repeats and discoidin domains 3	protein-coding
1879	chr20	12367428	12368078	+	0	NA	Intergenic	Intergenic	469212	NM_014962	22903		NM_014962	ENSG00000132640	BTBD3	dJ742J24.1	BTB domain containing 3	protein-coding
270	chr2	220178093	220178862	+	0	NA	Intergenic	LTR12C|LTR|ERV1	-4354	NM_002846	5798		NM_002846	ENSG00000054356	PTPRN	IA-2|IA-2/PTP|IA2|ICA512|R-PTP-N	protein tyrosine phosphatase receptor type N	protein-coding
5102	chr9	27280667	27281707	+	0	NA	intron (NR_026679, intron 1 of 16)	MER66D|LTR|ERV1	1604	NR_026679	158035		NR_026679	ENSG00000291187	LINC00032	C9orf14|NCRNA00032	long intergenic non-protein coding RNA 32	ncRNA
3409	chr8	135173260	135173810	+	0	NA	Intergenic	Intergenic	274796	NR_125424	101927822		NR_125424	ENSG00000253593	LOC101927822	-	uncharacterized LOC101927822	ncRNA
4678	chr3	188510511	188511066	+	0	NA	intron (NR_164692, intron 7 of 9)	intron (NR_164692, intron 7 of 9)	104219	NR_029502	407020		NR_029502	ENSG00000207651	MIR28	MIRN28|hsa-mir-28|miR-28	microRNA 28	ncRNA
