PeakID (cmd=annotatePeaks.pl ../beds/community3.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
172	chr2	233770171	233771244	+	0	NA	intron (NM_019850, intron 5 of 14)	SVA_D|Other|Other	22154	NM_001114090	25791		NM_019850	ENSG00000066248	NGEF	ARHGEF27|EPHEXIN	neuronal guanine nucleotide exchange factor	protein-coding
379	chr8	42409935	42410997	+	0	NA	TTS (NM_001135674)	TTS (NM_001135674)	-13369	NM_006749	6575		NM_006749	ENSG00000168575	SLC20A2	GLVR-2|GLVR2|IBGC1|IBGC2|IBGC3|MLVAR|PIT-2|PIT2|RAM1|Ram-1	solute carrier family 20 member 2	protein-coding
357	chr12	80891564	80893175	+	0	NA	intron (NM_001145026, intron 11 of 41)	MIRb|SINE|MIR	54354	NM_001145026	374462		NM_001145026	ENSG00000139304	PTPRQ	DFNA73|DFNB84|DFNB84A|PTPGMC1|R-PTP-Q	protein tyrosine phosphatase receptor type Q	protein-coding
264	chr6	35351761	35353753	+	0	NA	intron (NM_001171819, intron 2 of 6)	SVA_F|Other|Other	42422	NM_006238	5467		NM_006238	ENSG00000112033	PPARD	FAAR|NR1C2|NUC1|NUCI|NUCII|PPARB	peroxisome proliferator activated receptor delta	protein-coding
177	chr20	49156252	49156645	+	0	NA	intron (NM_001278618, intron 1 of 8)	L1M7|LINE|L1	29528	NM_002827	5770		NM_002827	ENSG00000196396	PTPN1	PTP1B	protein tyrosine phosphatase non-receptor type 1	protein-coding
321	chr12	17413122	17414179	+	0	NA	Intergenic	(TA)n|Simple_repeat|Simple_repeat	271969	NR_036619	728622		NR_036619		SKP1P2	SKP1B|p19B	S-phase kinase associated protein 1 pseudogene 2	pseudo
50	chr1	40861947	40862905	+	0	NA	promoter-TSS (NM_001198980)	promoter-TSS (NM_001198980)	-46	NM_001198980	64744		NM_022733	ENSG00000084070	SMAP2	SMAP1L	small ArfGAP2	protein-coding
385	chr1	194690678	194692436	+	0	NA	Intergenic	L2b|LINE|L2	1366288	NR_146895	105371673		NR_146895		LINC01724	-	long intergenic non-protein coding RNA 1724	ncRNA
92	chr12	84947241	84948114	+	0	NA	Intergenic	(TTTTA)n|Simple_repeat|Simple_repeat	358901	NM_001146335	55117		NM_018057	ENSG00000072041	SLC6A15	NTT73|SBAT1|V7-3|hv7-3	solute carrier family 6 member 15	protein-coding
139	chr17	29306225	29307438	+	0	NA	intron (NM_197939, intron 1 of 3)	SVA_E|Other|Other	4478	NR_002221	503645		NR_002221	ENSG00000264743	DPRXP4	-	divergent-paired related homeobox pseudogene 4	pseudo
317	chr17	57976528	57977026	+	0	NA	intron (NM_001369672, intron 2 of 14)	intron (NM_001369672, intron 2 of 14)	6295	NM_001369677	6198		NM_003161	ENSG00000108443	RPS6KB1	PS6K|S6K|S6K-beta-1|S6K1|STK14A|p70 S6KA|p70(S6K)-alpha|p70-S6K|p70-alpha	ribosomal protein S6 kinase B1	protein-coding
332	chr14	57668982	57670449	+	0	NA	3' UTR (NM_006544, exon 18 of 18)	3' UTR (NM_006544, exon 18 of 18)	65908	NM_006544	10640		NM_006544	ENSG00000070367	EXOC5	HSEC10|PRO1912|SEC10|SEC10L1|SEC10P	exocyst complex component 5	protein-coding
119	chr14	57800278	57801378	+	0	NA	Intergenic	SVA_D|Other|Other	-56476	NM_001011713	122830		NM_001011713	ENSG00000139977	NAA30	C14orf35|MAK3|Mak3p|NAT12|NAT12P	N-alpha-acetyltransferase 30, NatC catalytic subunit	protein-coding
337	chr6	37860987	37861941	+	0	NA	intron (NM_021943, intron 1 of 5)	AluSx|SINE|Alu	73961	NM_021943	60685		NM_021943	ENSG00000156639	ZFAND3	TEX27	zinc finger AN1-type containing 3	protein-coding
312	chr1	212415262	212416096	+	0	NA	intron (NR_125984, intron 1 of 3)	intron (NR_125984, intron 1 of 3)	-7601	NR_125982	101929541		NR_125982	ENSG00000226251	LINC02608	-	long intergenic non-protein coding RNA 2608	ncRNA
239	chr5	43087382	43088423	+	0	NA	intron (NR_102752, intron 2 of 2)	SVA_F|Other|Other	-20361	NR_104651	648987		NR_034085	ENSG00000177738	ANXA2R-OT1	-	ANXA2R overlapping transcript 1	ncRNA
219	chr3	174849445	174850964	+	0	NA	intron (NM_207015, intron 2 of 13)	SVA_D|Other|Other	-17172	NR_046390	100862679		NR_046390	ENSG00000230292	NAALADL2-AS3	-	NAALADL2 antisense RNA 3	ncRNA
259	chr6	21797021	21797861	+	0	NA	intron (NR_015410, intron 3 of 11)	SVA_F|Other|Other	130797	NR_015410	401237		NR_015410		CASC15	CANT|LINC00340|lnc-SOX4-1	cancer susceptibility 15	ncRNA
143	chr17	58628531	58629503	+	0	NA	Intergenic	SVA_F|Other|Other	-12890	NR_126009	388406		NR_126009	ENSG00000267772	LINC01999	-	long intergenic non-protein coding RNA 1999	ncRNA
70	chr10	102036917	102037990	+	0	NA	intron (NM_173809, intron 4 of 4)	SVA_D|Other|Other	8668	NM_001001342	282991		NM_173809	ENSG00000196072	BLOC1S2	BLOS2|BORCS2|CEAP|CEAP11	biogenesis of lysosomal organelles complex 1 subunit 2	protein-coding
272	chr6	103865752	103866447	+	0	NA	Intergenic	Intergenic	1441322	NM_001321084	57531		NM_020771	ENSG00000085382	HACE1	SPPRS	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	protein-coding
164	chr2	178810262	178811777	+	0	NA	intron (NM_001077197, intron 3 of 20)	SVA_F|Other|Other	-23455	NM_001077358	50940		NM_016953	ENSG00000128655	PDE11A	PPNAD2	phosphodiesterase 11A	protein-coding
277	chr6	158660157	158661997	+	0	NA	Intergenic	SVA_F|Other|Other	71695	NM_207118	404672		NM_207118	ENSG00000272047	GTF2H5	C6orf175|TFB5|TFIIH|TGF2H5|TTD|TTD-A|TTD3|TTDA|bA120J8.2	general transcription factor IIH subunit 5	protein-coding
251	chr5	141454951	141455864	+	0	NA	Intergenic	SVA_F|Other|Other	-32937	NM_030571	80762		NM_030571	ENSG00000131507	NDFIP1	N4WBP5	Nedd4 family interacting protein 1	protein-coding
260	chr6	22836642	22837546	+	0	NA	Intergenic	SVA_F|Other|Other	-118941	NR_134614	105374972		NR_134613		LINC03005	-	long intergenic non-protein coding RNA 3005	ncRNA
238	chr5	38861627	38862641	+	0	NA	intron (NM_001323504, intron 1 of 6)	SVA_D|Other|Other	16020	NM_003999	9180		NM_003999	ENSG00000145623	OSMR	IL-31R-beta|IL-31RB|OSMRB|OSMRbeta|PLCA1	oncostatin M receptor	protein-coding
54	chr1	113182241	113183322	+	0	NA	intron (NM_006135, intron 1 of 9)	SVA_D|Other|Other	20327	NM_006135	829		NM_006135	ENSG00000116489	CAPZA1	CAPPA1|CAPZ|CAZ1	capping actin protein of muscle Z-line subunit alpha 1	protein-coding
65	chr1	241073099	241074045	+	0	NA	intron (NM_001282773, intron 4 of 15)	intron (NM_001282773, intron 4 of 15)	-222000	NR_036069	100422856		NR_036069	ENSG00000265831	MIR3123	mir-3123	microRNA 3123	ncRNA
218	chr3	150537874	150538754	+	0	NA	Intergenic	SVA_F|Other|Other	-57358	NM_005067	6478		NM_005067	ENSG00000181788	SIAH2	hSiah2	siah E3 ubiquitin protein ligase 2	protein-coding
258	chr6	19939594	19940756	+	0	NA	Intergenic	SVA_D|Other|Other	102574	NM_001546	3400		NM_001546	ENSG00000172201	ID4	IDB4|bHLHb27	inhibitor of DNA binding 4	protein-coding
222	chr4	1829615	1830779	+	0	NA	intron (NM_012318, intron 6 of 13)	SVA_F|Other|Other	27686	NM_012318	3954		NM_012318	ENSG00000168924	LETM1	CONDMIM|KHE|Mdm38|SLC55A1	leucine zipper and EF-hand containing transmembrane protein 1	protein-coding
61	chr1	212952468	212953225	+	0	NA	intron (NM_001042549, intron 4 of 6)	intron (NM_001042549, intron 4 of 6)	12273	NM_001297739	25936		NM_015471	ENSG00000117697	NSL1	C1orf48|DC8|MIS14	NSL1 component of MIS12 kinetochore complex	protein-coding
203	chr3	15204244	15204691	+	0	NA	Intergenic	SVA_D|Other|Other	42999	NR_027927	344875		NR_027927	ENSG00000291281	COL6A4P1	COL6A4|COL6A4P|DIVA|DVWA|FAME3|VWA6	collagen type VI alpha 4 pseudogene 1	pseudo
231	chr4	113006352	113008603	+	0	NA	Intergenic	Intergenic	-59133	NM_152400	132720		NM_152400	ENSG00000174749	FAM241A	C4orf32	family with sequence similarity 241 member A	protein-coding
166	chr2	198787467	198787995	+	0	NA	intron (NM_006226, intron 1 of 5)	SVA_F|Other|Other	118414	NM_006226	5334		NM_006226	ENSG00000115896	PLCL1	PLCE|PLCL|PLDL1|PPP1R127|PRIP	phospholipase C like 1 (inactive)	protein-coding
227	chr4	53330850	53332249	+	0	NA	Intergenic	SVA_F|Other|Other	191157	NM_001134223	64854		NM_022832	ENSG00000109189	USP46	-	ubiquitin specific peptidase 46	protein-coding
63	chr1	222661081	222662031	+	0	NA	Intergenic	SVA_F|Other|Other	59890	NM_024746	79802		NM_024746	ENSG00000143512	HHIPL2	KIAA1822L	HHIP like 2	protein-coding
211	chr3	105792312	105793796	+	0	NA	Intergenic	SVA_F|Other|Other	-204809	NM_001321790	868		NM_004351	ENSG00000114423	CBLB	ADMIO3|Cbl-b|Nbla00127|RNF56	Cbl proto-oncogene B	protein-coding
329	chr11	61421880	61423300	+	0	NA	Intergenic	LTR5_Hs|LTR|ERVK	-25273	NM_006133	747		NM_006133	ENSG00000134780	DAGLA	C11orf11|DAGL(ALPHA)|DAGLALPHA|NOC2|NSDDR	diacylglycerol lipase alpha	protein-coding
122	chr15	35238711	35239080	+	0	NA	intron (NM_014691, intron 5 of 34)	SVA_D|Other|Other	23048	NM_014691	9716		NM_014691	ENSG00000021776	AQR	IBP160|fSAP164	aquarius intron-binding spliceosomal factor	protein-coding
9	chr21	30728859	30730279	+	0	NA	intron (NR_027655, intron 6 of 7)	HERV9-int|LTR|ERV1	-15252	NR_046564	100874322		NR_046564		BACH1-IT2	-	BACH1 intronic transcript 2	ncRNA
74	chr11	19880989	19881740	+	0	NA	intron (NM_001111018, intron 4 of 38)	SVA_D|Other|Other	-99735	NR_039843	100616426		NR_039843	ENSG00000264309	MIR4694	-	microRNA 4694	ncRNA
158	chr2	65827631	65828523	+	0	NA	Intergenic	SVA_D|Other|Other	-168344	NM_181784	200734		NM_181784	ENSG00000198369	SPRED2	NS14|Spred-2	sprouty related EVH1 domain containing 2	protein-coding
131	chr16	30180289	30181670	+	0	NA	Intergenic	SVA_F|Other|Other	-13752	NM_001193333	11151		NM_007074	ENSG00000102879	CORO1A	CLABP|CLIPINA|HCORO1|IMD8|TACO|p57	coronin 1A	protein-coding
378	chr4	9160277	9160543	+	0	NA	Intergenic	Intergenic	-14489	NM_001358418	100287045		NM_001358418	ENSG00000229924	FAM90A26	FAM90A26P	family with sequence similarity 90 member A26	protein-coding
103	chr13	69255023	69255925	+	0	NA	Intergenic	Tigger7|DNA|TcMar-Tigger	203983	NR_038878	338862		NR_038878	ENSG00000281778	LINC00550	-	long intergenic non-protein coding RNA 550	ncRNA
266	chr6	52520298	52520928	+	0	NA	Intergenic	SVA_D|Other|Other	-8586	NR_024405	730101		NR_024403	ENSG00000291006	LOC730101	-	uncharacterized LOC730101	ncRNA
127	chr15	72393177	72394248	+	0	NA	intron (NM_006901, intron 1 of 41)	SVA_F|Other|Other	-12887	NM_001166340	123228		NM_145204	ENSG00000166192	SENP8	DEN1|NEDP1|PRSC2	SUMO peptidase family member, NEDD8 specific	protein-coding
111	chr14	23106302	23107386	+	0	NA	Intergenic	SVA_F|Other|Other	-3095	NM_001348233	79549		NM_001348233	ENSG00000255804	OR6J1	OR6J1P|OR6J2	olfactory receptor family 6 subfamily J member 1	protein-coding
151	chr19	22289709	22290739	+	0	NA	Intergenic	SVA_F|Other|Other	54938	NM_001316998	113835		NM_033468	ENSG00000197134	ZNF257	BMZF-4|BMZF4	zinc finger protein 257	protein-coding
97	chr12	121514152	121514904	+	0	NA	Intergenic	SVA_D|Other|Other	-37483	NM_001261825	8638		NM_003733	ENSG00000135114	OASL	OASL1|OASLd|TRIP-14|TRIP14|p59 OASL|p59-OASL|p59OASL	2'-5'-oligoadenylate synthetase like	protein-coding
138	chr17	26551125	26551663	+	0	NA	Intergenic	SVA_F|Other|Other	-2195	NR_003064	23615		NM_021093	ENSG00000290671	PYY2	-	peptide YY 2 (pseudogene)	pseudo
371	chr14	106749144	106751124	+	0	NA	Intergenic	Intergenic	5865	NR_033375	338004		NR_033375		LINC00226	C14orf97|NCRNA00226	long intergenic non-protein coding RNA 226	ncRNA
160	chr2	129175721	129176671	+	0	NA	Intergenic	SVA_F|Other|Other	-99754	NM_004807	9394		NM_004807	ENSG00000136720	HS6ST1	HH15|HS6ST	heparan sulfate 6-O-sulfotransferase 1	protein-coding
118	chr14	54669696	54671058	+	0	NA	Intergenic	SVA_F|Other|Other	-193209	NM_001330173	1033		NM_005192	ENSG00000100526	CDKN3	CDI1|CIP2|KAP|KAP1	cyclin dependent kinase inhibitor 3	protein-coding
88	chr12	57182878	57183493	+	0	NA	Intergenic	SVA_D|Other|Other	26077	NM_003725	8630		NM_003725	ENSG00000025423	HSD17B6	HSE|RODH|SDR9C6	hydroxysteroid 17-beta dehydrogenase 6	protein-coding
380	chr21	37640048	37640631	+	0	NA	intron (NM_005128, intron 26 of 36)	MER11A|LTR|ERVK	-52148	NM_001320445	23515		NM_015358	ENSG00000159256	MORC3	NXP2|ZCW5|ZCWCC3	MORC family CW-type zinc finger 3	protein-coding
57	chr1	174318298	174319352	+	0	NA	intron (NM_014857, intron 11 of 20)	SVA_F|Other|Other	74587	NM_001366449	9910		NM_014857	ENSG00000152061	RABGAP1L	HHL|TBC1D18	RAB GTPase activating protein 1 like	protein-coding
19	chr19	22048123	22048912	+	0	NA	Intergenic	SVA_F|Other|Other	-13647	NM_001256653	7594		NM_003423	ENSG00000198521	ZNF43	HTF6|KOX27|ZNF39L1	zinc finger protein 43	protein-coding
107	chr13	96342886	96343530	+	0	NA	intron (NM_006260, intron 1 of 11)	SVA_D|Other|Other	13815	NM_006260	5611		NM_006260	ENSG00000102580	DNAJC3	ACPHD|ERdj6|HP58|P58|P58IPK|PRKRI|p58(IPK)	DnaJ heat shock protein family (Hsp40) member C3	protein-coding
48	chr1	28179290	28179988	+	0	NA	Intergenic	SVA_F|Other|Other	18727	NR_002997	677774		NR_002997	ENSG00000252947	SCARNA1	ACA35	small Cajal body-specific RNA 1	ncRNA
102	chr13	52638013	52638731	+	0	NA	TTS (NM_199289)	TTS (NM_199289)	39545	NM_021645	9724		NM_021645	ENSG00000253797	UTP14C	2700066J21Rik|KIAA0266|UTP14B	UTP14C small subunit processome component	protein-coding
309	chr9	114403181	114405059	+	0	NA	intron (NM_004125, intron 1 of 2)	SVA_F|Other|Other	10488	NR_037148	548645		NM_001015882	ENSG00000059769	DNAJC25	bA16L21.2.1	DnaJ heat shock protein family (Hsp40) member C25	protein-coding
5	chr4	132668432	132672038	+	0	NA	Intergenic	SST1|Satellite|centr	-15758	NR_125883	101927305		NR_125883	ENSG00000251676	SNHG27	-	small nucleolar RNA host gene 27	ncRNA
123	chr15	35948437	35949828	+	0	NA	intron (NR_038251, intron 1 of 2)	SVA_F|Other|Other	110736	NR_038251	100507466		NR_038251		DPH6-DT	ATPBD4-AS1|DPH6-AS1	DPH6 divergent transcript	ncRNA
207	chr3	61419939	61420688	+	0	NA	Intergenic	SVA_F|Other|Other	-126932	NM_002841	5793		NM_002841	ENSG00000144724	PTPRG	HPTPG|PTPG|R-PTP-GAMMA|RPTPG	protein tyrosine phosphatase receptor type G	protein-coding
386	chr1	37984543	37984951	+	0	NA	Intergenic	LTR12C|LTR|ERV1	-4380	NR_073090	64769		NM_022756	ENSG00000163875	MEAF6	C1orf149|CENP-28|EAF6|NY-SAR-91	MYST/Esa1 associated factor 6	protein-coding
77	chr11	36166115	36167012	+	0	NA	intron (NM_001304263, intron 3 of 4)	SVA_D|Other|Other	-67112	NR_135064	101928510		NR_135064		LOC101928510	-	uncharacterized LOC101928510	ncRNA
202	chr3	8481866	8482388	+	0	NA	intron (NR_033378, intron 3 of 3)	SVA_D|Other|Other	61217	NR_033378	100288428		NR_033378	ENSG00000227110	LMCD1-AS1	-	LMCD1 antisense RNA 1	ncRNA
348	chr6	145177860	145179064	+	0	NA	Intergenic	Intergenic	274178	NM_001375323	7402		NM_007124	ENSG00000152818	UTRN	DMDL|DRP|DRP1	utrophin	protein-coding
223	chr4	15792632	15793444	+	0	NA	intron (NR_132660, intron 1 of 6)	SVA_E|Other|Other	13087	NR_132660	952		NM_001775	ENSG00000004468	CD38	ADPRC 1|ADPRC1|cADPR1	CD38 molecule	protein-coding
341	chr4	477136	477819	+	0	NA	intron (NM_133474, intron 1 of 2)	L1ME3A|LINE|L1	-9479	NR_002451	79963		NM_024903	ENSG00000293360	ABCA11P	ABCA11|EST1133530	ATP binding cassette subfamily A member 11, pseudogene	pseudo
7	chr12	57177068	57177605	+	0	NA	intron (NM_003725, intron 3 of 4)	SVA_D|Other|Other	20228	NM_003725	8630		NM_003725	ENSG00000025423	HSD17B6	HSE|RODH|SDR9C6	hydroxysteroid 17-beta dehydrogenase 6	protein-coding
29	chr1	198935412	198937215	+	0	NA	Intergenic	Intergenic	-29755	NR_040073	100131234		NR_040073		MIR181A1HG	-	MIR181A1 host gene	ncRNA
94	chr12	111304717	111305532	+	0	NA	intron (NM_152591, intron 4 of 11)	SVA_F|Other|Other	20333	NM_001286244	160762		NM_152591	ENSG00000173093	CCDC63	ODA5	coiled-coil domain containing 63	protein-coding
254	chr5	167286374	167287390	+	0	NA	intron (NM_001080428, intron 1 of 24)	SVA_F|Other|Other	104948	NM_001080428	57451		NM_001080428	ENSG00000145934	TENM2	ODZ2|TEN-M2|TEN2|TNM2|ten-2	teneurin transmembrane protein 2	protein-coding
367	chr8	84111652	84112552	+	0	NA	Intergenic	Intergenic	-203891	NR_122034	103352670		NR_122034	ENSG00000253898	LINC01419	LVCAT7|PRLH1|TCONS_00014497	long intergenic non-protein coding RNA 1419	ncRNA
42	chr11	105452955	105454352	+	0	NA	Intergenic	Tigger3b|DNA|TcMar-Tigger	-27147	NM_001077244	2893		NM_000829	ENSG00000152578	GRIA4	GLUR4|GLUR4C|GLURD|GluA4|GluA4-ATD|NEDSGA	glutamate ionotropic receptor AMPA type subunit 4	protein-coding
59	chr1	182709969	182711030	+	0	NA	Intergenic	SVA_D|Other|Other	28502	NR_146548	105371644		NR_146548	ENSG00000227181	LINC01688	-	long intergenic non-protein coding RNA 1688	ncRNA
17	chr10	530468	531567	+	0	NA	intron (NM_014974, intron 2 of 36)	CpG	-143487	NR_147612	101930421		NR_147612	ENSG00000225140	LOC101930421	-	uncharacterized LOC101930421	ncRNA
35	chr5	77392519	77393570	+	0	NA	intron (NM_003664, intron 21 of 26)	SVA_D|Other|Other	138973	NR_105013	101929154		NR_105012	ENSG00000287162	LOC101929154	-	uncharacterized LOC101929154	ncRNA
169	chr2	207220862	207221884	+	0	NA	Intergenic	SVA_F|Other|Other	81639	NM_001285549	57683		NM_020923	ENSG00000204186	ZDBF2	Slx9	zinc finger DBF-type containing 2	protein-coding
362	chr4	150582911	150584492	+	0	NA	intron (NM_001363507, intron 7 of 13)	L1MA6|LINE|L1	153294	NM_001378181	285423		NM_001363507	ENSG00000234828	IQCM	-	IQ motif containing M	protein-coding
183	chr21	10427557	10430037	+	0	NA	Intergenic	Intergenic	-460203	NR_038329	100132288		NM_174948	ENSG00000291050	TEKT4P2	MAFIPL|TEKT4P	tektin 4 pseudogene 2	pseudo
234	chr4	160444349	160445881	+	0	NA	Intergenic	SVA_F|Other|Other	253821	NR_146278	109729132		NR_146278		LINC02233	-	long intergenic non-protein coding RNA 2233	ncRNA
31	chr10	82293937	82294689	+	0	NA	intron (NR_120661, intron 1 of 1)	SVA_D|Other|Other	1385	NR_120661	101929574		NR_120661	ENSG00000226659	TSPAN14-AS1	-	TSPAN14 antisense RNA 1	ncRNA
82	chr11	129960641	129961725	+	0	NA	intron (NM_001243299, intron 1 of 16)	SVA_F|Other|Other	20720	NM_001243299	334		NM_001642	ENSG00000084234	APLP2	APLP-2|APPH|APPL2|CDEBP	amyloid beta precursor like protein 2	protein-coding
214	chr3	124468561	124469432	+	0	NA	TTS (NM_000373)	TTS (NM_000373)	17710	NR_036088	100422864		NR_036088	ENSG00000265981	MIR544B	-	microRNA 544b	ncRNA
33	chr17	7847556	7848822	+	0	NA	intron (NM_001353209, intron 13 of 19)	intron (NM_001353209, intron 13 of 19)	12665	NM_001037144	116840		NM_053051	ENSG00000170037	CNTROB	LIP8|PP1221	centrobin, centriole duplication and spindle assembly protein	protein-coding
320	chr7	24635252	24636009	+	0	NA	intron (NM_001303037, intron 1 of 11)	L2a|LINE|L2	22559	NM_001303037	51678		NM_016447	ENSG00000105926	PALS2	MPP6|VAM-1|VAM1|p55T	protein associated with LIN7 2, MAGUK p55 family member	protein-coding
1	chr1	27130016	27130706	+	0	NA	Intergenic	SVA_D|Other|Other	15682	NM_001374485	55650		NM_017837	ENSG00000060642	PIGV	GPI-MT-II|HPMRS1|PIG-V	phosphatidylinositol glycan anchor biosynthesis class V	protein-coding
134	chr16	58429960	58430854	+	0	NA	intron (NM_001126129, intron 2 of 3)	SVA_D|Other|Other	4032	NM_001126129	64785		NM_022770	ENSG00000181938	GINS3	PSF3	GINS complex subunit 3	protein-coding
114	chr14	41614780	41616175	+	0	NA	Intergenic	MER44B|DNA|TcMar-Tigger	191561	NR_109757	644919		NR_109757		LINC02315	-	long intergenic non-protein coding RNA 2315	ncRNA
345	chr8	114739579	114740553	+	0	NA	Intergenic	Intergenic	-290898	NM_198123	114788		NM_052900	ENSG00000164796	CSMD3	-	CUB and Sushi multiple domains 3	protein-coding
2	chr22	31987786	31989214	+	0	NA	intron (NM_001007467, intron 15 of 32)	intron (NM_001007467, intron 15 of 32)	29017	NR_106959	102465666		NR_106959	ENSG00000284082	MIR7109	hsa-mir-7109	microRNA 7109	ncRNA
79	chr11	83027194	83028166	+	0	NA	Intergenic	SVA_D|Other|Other	-30230	NM_001286120	60492		NM_021825	ENSG00000137500	CCDC90B	MDS011|MDS025	coiled-coil domain containing 90B	protein-coding
374	chr6	80061835	80063473	+	0	NA	Intergenic	Intergenic	-39553	NR_130915	80078		NR_130915	ENSG00000286042	LCAL1	onco-lncRNA-27	lung cancer associated lncRNA 1	ncRNA
326	chr7	74536864	74537342	+	0	NA	intron (NM_001003795, intron 4 of 15)	AluSg|SINE|Alu	27280	NM_001368302	389524		NM_001003795	ENSG00000174428	GTF2IRD2B	GTF2IRD2|GTF2IRD2A	GTF2I repeat domain containing 2B	protein-coding
154	chr19	41686327	41687049	+	0	NA	Intergenic	SVA_D|Other|Other	-12436	NM_030622	29785		NM_030622	ENSG00000167600	CYP2S1	CYPIIS1	cytochrome P450 family 2 subfamily S member 1	protein-coding
27	chr7	85955268	85956233	+	0	NA	Intergenic	L1MEg|LINE|L1	-317475	NM_001363522	2913		NM_000840	ENSG00000198822	GRM3	GLUR3|GPRC1C|MGLUR3|mGlu3	glutamate metabotropic receptor 3	protein-coding
283	chr7	56218363	56219532	+	0	NA	Intergenic	SVA_D|Other|Other	-34837	NM_001145712	389493		NM_001145712	ENSG00000185290	NUPR2	NUPR1L|P8	nuclear protein 2, transcriptional regulator	protein-coding
269	chr6	87719344	87720147	+	0	NA	intron (NM_000865, intron 1 of 1)	SVA_F|Other|Other	72499	NM_000865	3354		NM_000865	ENSG00000168830	HTR1E	5-HT1E	5-hydroxytryptamine receptor 1E	protein-coding
14	chr6	84954084	84954870	+	0	NA	Intergenic	SVA_D|Other|Other	-17116	NM_014895	22832		NM_014895	ENSG00000135315	CEP162	C6orf84|KIAA1009|QN1	centrosomal protein 162	protein-coding
282	chr7	27084576	27085831	+	0	NA	Intergenic	SVA_D|Other|Other	50416	NM_005522	3198		NM_005522	ENSG00000105991	HOXA1	BSAS|HOX1|HOX1F	homeobox A1	protein-coding
235	chr4	160860020	160861338	+	0	NA	Intergenic	SVA_F|Other|Other	-161743	NR_146278	109729132		NR_146278		LINC02233	-	long intergenic non-protein coding RNA 2233	ncRNA
287	chr7	100120466	100121396	+	0	NA	Intergenic	SVA_D|Other|Other	-15895	NM_006076	3268		NM_006076	ENSG00000106351	AGFG2	HRBL|RABR	ArfGAP with FG repeats 2	protein-coding
306	chr9	78678872	78679363	+	0	NA	intron (NM_001372043, intron 5 of 37)	SVA_F|Other|Other	173528	NM_001372043	5125		NM_006200	ENSG00000099139	PCSK5	PC5|PC6|PC6A|SPC6	proprotein convertase subtilisin/kexin type 5	protein-coding
215	chr3	129057862	129058385	+	0	NA	Intergenic	SVA_D|Other|Other	-22994	NM_006026	8971		NM_006026	ENSG00000184897	H1-10	H1.10|H1FX|H1X	H1.10 linker histone	protein-coding
255	chr5	170830404	170831163	+	0	NA	intron (NM_002520, intron 8 of 10)	SVA_F|Other|Other	-15868	NM_003862	8817		NM_003862	ENSG00000156427	FGF18	FGF-18|ZFGF5	fibroblast growth factor 18	protein-coding
300	chr8	124326910	124328245	+	0	NA	Intergenic	SVA_D|Other|Other	-32697	NR_037516	100500863		NR_037516	ENSG00000207704	MIR548AA1	-	microRNA 548aa-1	ncRNA
155	chr2	3637647	3638745	+	0	NA	Intergenic	SVA_E|Other|Other	-4226	NM_001255983	78989		NM_024027	ENSG00000118004	COLEC11	3MC2|CL-11|CL-K1-I|CL-K1-II|CL-K1-IIa|CL-K1-IIb|CLK1	collectin subfamily member 11	protein-coding
375	chr6	93198061	93198858	+	0	NA	Intergenic	L1MA2|LINE|L1	-798313	NR_104154	101929083		NR_104154		CASC6	-	cancer susceptibility 6	ncRNA
80	chr11	85821979	85823213	+	0	NA	Intergenic	SVA_D|Other|Other	-41694	NM_001206947	8301		NM_007166	ENSG00000073921	PICALM	CALM|CLTH|LAP	phosphatidylinositol binding clathrin assembly protein	protein-coding
99	chr13	26086551	26087354	+	0	NA	intron (NM_016529, intron 2 of 36)	SVA_D|Other|Other	44040	NM_001313741	51761		NM_016529	ENSG00000132932	ATP8A2	ATP|ATPIB|CAMRQ4|IB|ML-1	ATPase phospholipid transporting 8A2	protein-coding
363	chr7	127395174	127396236	+	0	NA	intron (NM_014390, intron 10 of 23)	intron (NM_014390, intron 10 of 23)	103457	NM_014390	27044		NM_014390	ENSG00000197157	SND1	TDRD11|TSN|Tudor-SN|p100	staphylococcal nuclease and tudor domain containing 1	protein-coding
24	chr15	22368355	22370119	+	0	NA	promoter-TSS (NM_001365389)	promoter-TSS (NM_001365389)	89	NM_001365389	105369274		NM_001365389	ENSG00000279408	OR4N4C	-	olfactory receptor family 4 subfamily N member 4C	protein-coding
182	chr21	10405541	10406672	+	0	NA	Intergenic	L2a|LINE|L2	-437512	NR_038329	100132288		NM_174948	ENSG00000291050	TEKT4P2	MAFIPL|TEKT4P	tektin 4 pseudogene 2	pseudo
389	chr1	90108618	90110193	+	0	NA	intron (NM_032270, intron 1 of 2)	intron (NM_032270, intron 1 of 2)	10726	NM_032270	84230		NM_032270	ENSG00000171488	LRRC8C	AD158|FAD158	leucine rich repeat containing 8 VRAC subunit C	protein-coding
135	chr16	70085314	70086198	+	0	NA	intron (NR_003610, intron 1 of 25)	SVA_F|Other|Other	14095	NR_003610	283970		NM_199134	ENSG00000196696	PDXDC2P-NPIPB14P	-	PDXDC2P-NPIPB14P readthrough, transcribed pseudogene	pseudo
