PeakID (cmd=annotatePeaks.pl ../beds/community1.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
831	chr11	18250845	18251346	+	0	NA	Intergenic	MIRb|SINE|MIR	7254	NM_006512	6291		NM_006512	ENSG00000148965	SAA4	C-SAA|CSAA	serum amyloid A4, constitutive	protein-coding
7180	chr2	17141867	17142273	+	0	NA	Intergenic	MLT1E1A-int|LTR|ERVL-MaLR	-294968	NM_030797	81553		NM_030797	ENSG00000197872	CYRIA	CYRI-A|FAM49A	CYFIP related Rac1 interactor A	protein-coding
472	chr1	228225430	228226057	+	0	NA	intron (NM_033131, intron 2 of 3)	CpG	31044	NM_033131	89780		NM_033131	ENSG00000154342	WNT3A	-	Wnt family member 3A	protein-coding
1785	chr16	21379045	21379636	+	0	NA	intron (NR_045011, intron 2 of 5)	intron (NR_045011, intron 2 of 5)	18656	NR_045011	100652781		NM_001012391		SNX29P1	RUNDC2B|RUNDC2L	sorting nexin 29 pseudogene 1	pseudo
1027	chr11	126286203	126286997	+	0	NA	Intergenic	CpG	10618	NM_001254759	6484		NM_006278	ENSG00000110080	ST3GAL4	CGS23|NANTA3|SAT3|SIAT4|SIAT4C|ST-4|ST3GalA.2|ST3GalIV|STZ|gal-NAc6S	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	protein-coding
6194	chr7	20510119	20510617	+	0	NA	Intergenic	MLT1H2|LTR|ERVL-MaLR	-138983	NR_110120	101927811		NR_110119	ENSG00000271133	ITGB8-AS1	-	ITGB8 antisense RNA 1	ncRNA
7333	chr6	47406640	47407317	+	0	NA	Intergenic	Intergenic	-38547	NM_012120	23607		NM_012120	ENSG00000198087	CD2AP	CMS	CD2 associated protein	protein-coding
4015	chr5	150806660	150807336	+	0	NA	Intergenic	L1MC4a|LINE|L1	-9609	NM_001308151	206358		NM_078483	ENSG00000123643	SLC36A1	Dct1|LYAAT1|PAT1|TRAMD3	solute carrier family 36 member 1	protein-coding
5953	chr3	139257976	139259418	+	0	NA	promoter-TSS (NM_001130993)	promoter-TSS (NM_001130993)	-113	NM_001130992	5947		NM_002899	ENSG00000114115	RBP1	CRABP-I|CRBP|CRBP1|CRBPI|RBPC|hCRBP1	retinol binding protein 1	protein-coding
5933	chr3	60724240	60725366	+	0	NA	intron (NR_148921, intron 4 of 4)	LTR1B|LTR|ERV1	-121200	NR_128708	103504735		NR_128708	ENSG00000281426	MIR548BB	MI0029321|hsa-mir-548bb	microRNA 548bb	ncRNA
7353	chr6	152553852	152554507	+	0	NA	intron (NM_033071, intron 111 of 145)	L2c|LINE|L2	-47666	NM_001347701	23345		NM_015293	ENSG00000131018	SYNE1	8B|AMC3|AMCM|ARCA1|C6orf98|CPG2|EDMD4|KASH1|MYNE1|Nesp1|SCAR8|dJ45H2.2	spectrin repeat containing nuclear envelope protein 1	protein-coding
103	chr1	40479842	40481011	+	0	NA	Intergenic	AluSx3|SINE|Alu	-25486	NM_001350480	10487		NM_006367	ENSG00000131236	CAP1	CAP|CAP1-PEN	cyclase associated actin cytoskeleton regulatory protein 1	protein-coding
8685	chr3	14257721	14258528	+	0	NA	Intergenic	Intergenic	37807	NM_014463	27258		NM_014463	ENSG00000170860	LSM3	SMX4|USS2|YLR438C	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding
4737	chr7	144538901	144540195	+	0	NA	Intergenic	MER92C|LTR|ERV1	-6402	NM_001350894	27010		NM_022445	ENSG00000196511	TPK1	HTPK1|PP20|THMD5	thiamin pyrophosphokinase 1	protein-coding
4536	chr7	28612425	28613673	+	0	NA	intron (NM_182899, intron 4 of 9)	intron (NM_182899, intron 4 of 9)	-112701	NM_001011666	9586		NM_004904	ENSG00000146592	CREB5	CRE-BPA|CREB-5|CREBPA	cAMP responsive element binding protein 5	protein-coding
5623	chr15	82234386	82234835	+	0	NA	Intergenic	L2b|LINE|L2	103749	NM_032246	84206		NM_032246	ENSG00000183496	MEX3B	MEX-3B|RKHD3|RNF195	mex-3 RNA binding family member B	protein-coding
8387	chr1	167012892	167013690	+	0	NA	Intergenic	Intergenic	46323	NM_005814	10223		NM_005814	ENSG00000143167	GPA33	A33	glycoprotein A33	protein-coding
4556	chr7	38894899	38895872	+	0	NA	intron (NM_014396, intron 4 of 28)	intron (NM_014396, intron 4 of 28)	53406	NM_014396	27072		NM_014396	ENSG00000006715	VPS41	HVPS41|HVSP41|SCAR29|hVps41p	VPS41 subunit of HOPS complex	protein-coding
4757	chr7	151722211	151723400	+	0	NA	promoter-TSS (NM_001371458)	promoter-TSS (NM_001371458)	46	NM_001371460	63917		NM_022087	ENSG00000178234	GALNT11	GALNAC-T11|GALNACT11	polypeptide N-acetylgalactosaminyltransferase 11	protein-coding
105	chr1	40846984	40847488	+	0	NA	intron (NM_001198978, intron 1 of 9)	intron (NM_001198978, intron 1 of 9)	6931	NM_001198978	64744		NM_022733	ENSG00000084070	SMAP2	SMAP1L	small ArfGAP2	protein-coding
1207	chr12	90336320	90337019	+	0	NA	Intergenic	MER66B|LTR|ERV1	-4801	NR_135019	105369891		NR_135019	ENSG00000257725	LINC02399	-	long intergenic non-protein coding RNA 2399	ncRNA
6996	chr4	75096420	75097144	+	0	NA	intron (NM_001351314, intron 8 of 9)	intron (NM_001351314, intron 8 of 9)	72947	NR_147097	441024		NM_001004346	ENSG00000163738	MTHFD2L	-	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like	protein-coding
7463	chr10	101290050	101291117	+	0	NA	intron (NR_120618, intron 1 of 4)	intron (NR_120618, intron 1 of 4)	351	NR_120618	101927324		NR_120618	ENSG00000257582	LINC01475	-	long intergenic non-protein coding RNA 1475	ncRNA
1647	chr15	66176721	66177351	+	0	NA	intron (NM_004663, intron 4 of 4)	intron (NM_004663, intron 4 of 4)	15207	NM_004663	8766		NM_004663	ENSG00000103769	RAB11A	YL8	RAB11A, member RAS oncogene family	protein-coding
2479	chr2	69023236	69023869	+	0	NA	intron (NM_014882, intron 3 of 9)	L1PB4|LINE|L1	21510	NM_014882	9938		NM_014882	ENSG00000163219	ARHGAP25	HEL-S-308|KAIA0053	Rho GTPase activating protein 25	protein-coding
270	chr1	150489584	150490084	+	0	NA	intron (NR_051960, intron 1 of 1)	intron (NR_051960, intron 1 of 1)	1601	NR_051960	100874054		NR_051960		FALEC	FAL1|LINC00568|ncRNA-a1	focally amplified long non-coding RNA in epithelial cancer	ncRNA
1345	chr13	40700304	40702205	+	0	NA	Intergenic	Intergenic	-54692	NR_046870	100874127		NR_046870		LINC00332	NCRNA00332	long intergenic non-protein coding RNA 332	ncRNA
3310	chr3	71057359	71058142	+	0	NA	intron (NM_001244810, intron 12 of 20)	intron (NM_001244810, intron 12 of 20)	56325	NM_001244813	27086		NM_032682	ENSG00000114861	FOXP1	12CC4|HSPC215|MFH|QRF1|hFKH1B	forkhead box P1	protein-coding
3901	chr5	74532268	74533313	+	0	NA	promoter-TSS (NM_001164443)	promoter-TSS (NM_001164443)	-87	NM_001372053	256006		NM_001164443	ENSG00000145700	ANKRD31	-	ankyrin repeat domain 31	protein-coding
8175	chr14	55337115	55337819	+	0	NA	intron (NM_001024024, intron 1 of 6)	L1PA4|LINE|L1	7444	NR_036194	100422984		NR_036194	ENSG00000265432	MIR4308	-	microRNA 4308	ncRNA
2215	chr19	10704468	10705404	+	0	NA	Intergenic	Intergenic	-6948	NM_005498	10053		NM_005498	ENSG00000129354	AP1M2	AP1-mu2|HSMU1B|MU-1B|MU1B|mu2	adaptor related protein complex 1 subunit mu 2	protein-coding
7760	chr20	1925653	1926286	+	0	NA	Intergenic	Intergenic	-1887	NR_134520	727993		NR_134520	ENSG00000233896	PDYN-AS1	-	PDYN antisense RNA 1	ncRNA
1906	chr17	3596674	3597609	+	0	NA	intron (NM_175080, intron 1 of 10)	AluSz|SINE|Alu	2308	NM_001204519	5026		NM_002561	ENSG00000083454	P2RX5	LRH-1|P2X5|P2X5R	purinergic receptor P2X 5	protein-coding
3568	chr4	8123586	8123779	+	0	NA	intron (NM_032432, intron 1 of 15)	intron (NM_032432, intron 1 of 15)	36858	NM_032432	84448		NM_032432	ENSG00000163995	ABLIM2	-	actin binding LIM protein family member 2	protein-coding
1165	chr12	55528843	55529574	+	0	NA	Intergenic	L1PA14|LINE|L1	5655	NM_001005243	441639		NM_001005243	ENSG00000170605	OR9K2	OR12-2	olfactory receptor family 9 subfamily K member 2	protein-coding
850	chr11	35293062	35294460	+	0	NA	intron (NM_004171, intron 9 of 10)	L2a|LINE|L2	109264	NR_145794	109623487		NR_145794		SNORD164	-	small nucleolar RNA, C/D box 164	snoRNA
7002	chr4	170547836	170548662	+	0	NA	intron (NM_001829, intron 1 of 12)	L2c|LINE|L2	6520	NM_173872	1182		NM_001829	ENSG00000109572	CLCN3	CLC3|ClC-3|NEDHYBA|NEDSBA	chloride voltage-gated channel 3	protein-coding
4196	chr6	53096219	53097465	+	0	NA	Intergenic	Intergenic	-44949	NR_049866	100847075		NR_049866	ENSG00000264056	MIR5685	-	microRNA 5685	ncRNA
5218	chr9	126370391	126370899	+	0	NA	intron (NR_148208, intron 11 of 20)	intron (NR_148208, intron 11 of 20)	-122744	NR_106972	102465688		NR_106972	ENSG00000274932	MIR7150	hsa-mir-7150	microRNA 7150	ncRNA
6075	chr5	76248664	76250412	+	0	NA	intron (NM_001882, intron 2 of 6)	CpG	668	NM_001882	1393		NM_001882	ENSG00000145708	CRHBP	CRF-BP|CRFBP	corticotropin releasing hormone binding protein	protein-coding
2386	chr2	24587962	24588290	+	0	NA	Intergenic	Intergenic	-4721	NM_006277	50618		NM_006277	ENSG00000198399	ITSN2	PRO2015|SH3D1B|SH3P18|SWA|SWAP	intersectin 2	protein-coding
6297	chr8	93114152	93116016	+	0	NA	intron (NM_175634, intron 1 of 11)	CpG	370	NM_001198633	862		NM_004349	ENSG00000079102	RUNX1T1	AML1-MTG8|AML1T1|CBFA2T1|CDR|ETO|MTG8|ZMYND2	RUNX1 partner transcriptional co-repressor 1	protein-coding
7868	chr5	163341816	163344066	+	0	NA	Intergenic	Intergenic	410316	NM_013283	27430		NM_013283	ENSG00000038274	MAT2B	MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR	methionine adenosyltransferase 2 non-catalytic beta subunit	protein-coding
2526	chr2	89291698	89292912	+	0	NA	Intergenic	Intergenic	180421	NR_039635	100616399		NR_039635	ENSG00000265510	MIR4436A	mir-4436a	microRNA 4436a	ncRNA
2727	chr2	186603376	186604106	+	0	NA	promoter-TSS (NR_110215)	promoter-TSS (NR_110215)	79	NR_110214	101927196		NR_110214	ENSG00000226747	FSIP2-AS2	-	FSIP2 antisense RNA 2	ncRNA
2085	chr18	13536732	13537458	+	0	NA	intron (NM_001378100, intron 4 of 6)	L1ME1|LINE|L1	-74018	NR_039752	100616130		NR_039752	ENSG00000263527	MIR4526	mir-4526	microRNA 4526	ncRNA
1444	chr14	31318109	31318782	+	0	NA	Intergenic	Intergenic	-25296	NM_001135058	1690		NM_004086	ENSG00000100473	COCH	COCH-5B2|COCH5B2|DFNA9|DFNB110	cochlin	protein-coding
6376	chr1	64239332	64241044	+	0	NA	intron (NM_005012, intron 1 of 8)	CpG	500	NM_005012	4919		NM_005012	ENSG00000185483	ROR1	NTRKR1|dJ537F10.1	receptor tyrosine kinase like orphan receptor 1	protein-coding
3418	chr3	133166735	133168682	+	0	NA	non-coding (NR_135278, exon 3 of 5)	non-coding (NR_135278, exon 3 of 5)	6912	NR_135278	85003		NR_135276	ENSG00000249993	BFSP2-AS1	-	BFSP2 antisense RNA 1	ncRNA
5162	chr9	101997874	101998797	+	0	NA	Intergenic	Intergenic	13771	NM_006808	10952		NM_006808	ENSG00000106803	SEC61B	-	SEC61 translocon subunit beta	protein-coding
1594	chr15	44100971	44101809	+	0	NA	intron (NM_005926, intron 7 of 8)	intron (NM_005926, intron 7 of 8)	8593	NM_016400	25764		NM_016400	ENSG00000242028	HYPK	C15orf63|HSPC136	huntingtin interacting protein K	protein-coding
4867	chr8	66655237	66656346	+	0	NA	intron (NM_001242318, intron 5 of 12)	intron (NM_001242318, intron 5 of 12)	45501	NM_002603	5150		NM_002603	ENSG00000205268	PDE7A	HCP1|PDE7	phosphodiesterase 7A	protein-coding
5121	chr9	86907907	86908832	+	0	NA	intron (NM_022127, intron 10 of 18)	intron (NM_022127, intron 10 of 18)	47304	NR_037638	64078		NM_022127	ENSG00000197506	SLC28A3	CNT3	solute carrier family 28 member 3	protein-coding
4285	chr6	110423009	110423727	+	0	NA	exon (NM_001024936, exon 8 of 9)	exon (NM_001024936, exon 8 of 9)	77505	NM_003931	8936		NM_003931	ENSG00000112290	WASF1	NEDALVS|SCAR1|WAVE|WAVE1	WASP family member 1	protein-coding
122	chr1	46441210	46441658	+	0	NA	intron (NM_001324320, intron 5 of 29)	intron (NM_001324320, intron 5 of 29)	111414	NM_001324321	23139		NM_015112	ENSG00000086015	MAST2	MAST205|MTSSK	microtubule associated serine/threonine kinase 2	protein-coding
3190	chr3	17440554	17441343	+	0	NA	intron (NM_001349080, intron 7 of 20)	intron (NM_001349080, intron 7 of 20)	300564	NM_001134381	9779		NM_014744	ENSG00000131374	TBC1D5	-	TBC1 domain family member 5	protein-coding
3041	chr22	22471658	22473592	+	0	NA	Intergenic	CpG	-74293	NR_135291	649179		NR_135291	ENSG00000290847	PRAMENP	PRAMEF24P|PRAMEL	PRAME N-terminal like, pseudogene	pseudo
7738	chr14	69726292	69728959	+	0	NA	intron (NM_020692, intron 1 of 15)	CpG	750	NM_020692	57452		NM_020692	ENSG00000100626	GALNT16	GALNACT16|GALNTL1|GalNAc-T16	polypeptide N-acetylgalactosaminyltransferase 16	protein-coding
3813	chr4	186391000	186393819	+	0	NA	promoter-TSS (NR_133944)	promoter-TSS (NR_133944)	-176	NR_133944	105377590		NR_133944		LOC105377590	-	uncharacterized LOC105377590	ncRNA
454	chr1	220959569	220961193	+	0	NA	exon (NM_022746, exon 1 of 7)	exon (NM_022746, exon 1 of 7)	126	NM_022746	64757		NM_022746	ENSG00000186205	MTARC1	MARC1|MOSC1	mitochondrial amidoxime reducing component 1	protein-coding
3550	chr4	995823	996893	+	0	NA	intron (NR_110313, intron 8 of 13)	CpG-20373	2860	NM_001363576	3425		NM_000203	ENSG00000127415	IDUA	IDA|MPS1|MPSI	alpha-L-iduronidase	protein-coding
1046	chr11	129685035	129686477	+	0	NA	promoter-TSS (NM_001331212)	promoter-TSS (NM_001331212)	13	NM_138788	120224		NM_138788	ENSG00000151715	TMEM45B	-	transmembrane protein 45B	protein-coding
6504	chr4	178171015	178171710	+	0	NA	Intergenic	Intergenic	-59666	NM_018248	55247		NM_018248	ENSG00000109674	NEIL3	FGP2|FPG2|NEI3|ZGRF3|hFPG2|hNEI3	nei like DNA glycosylase 3	protein-coding
6489	chr3	67413158	67413419	+	0	NA	intron (NM_001177599, intron 10 of 10)	LTR16A1|LTR|ERVL	137400	NR_036234	100422941		NR_036234	ENSG00000283298	MIR4272	-	microRNA 4272	ncRNA
3530	chr3	193838572	193839430	+	0	NA	Intergenic	Intergenic	-14936	NM_005524	3280		NM_005524	ENSG00000114315	HES1	HES-1|HHL|HRY|bHLHb39	hes family bHLH transcription factor 1	protein-coding
7758	chr2	232099982	232100403	+	0	NA	intron (NM_001352757, intron 8 of 19)	intron (NM_001352757, intron 8 of 19)	36847	NM_001291656	80210		NM_025139	ENSG00000135931	ARMC9	ARM|JBTS30|KU-MEL-1|NS21	armadillo repeat containing 9	protein-coding
5088	chr9	71939570	71940827	+	0	NA	promoter-TSS (NM_001347995)	promoter-TSS (NM_001347995)	-28	NM_001347995	9413		NM_004816	ENSG00000135063	ENTREP1	C9orf61|ENTREP|FAM189A2|X123	endosomal transmembrane epsin interactor 1	protein-coding
7942	chr15	85233354	85234273	+	0	NA	intron (NR_073518, intron 2 of 6)	AluJo|SINE|Alu	25557	NM_014300	23478		NM_014300	ENSG00000140612	SEC11A	1810012E07Rik|SEC11L1|SPC18|SPCS4A|sid2895	SEC11 homolog A, signal peptidase complex subunit	protein-coding
1134	chr12	40602240	40604009	+	0	NA	Intergenic	L2c|LINE|L2	-15675	NM_198578	120892		NM_198578	ENSG00000188906	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	leucine rich repeat kinase 2	protein-coding
5342	chr1	94023298	94023877	+	0	NA	Intergenic	L1PA17|LINE|L1	27132	NM_001308251	8412		NM_003567	ENSG00000137936	BCAR3	AND-34|MIG7|NSP2|SH2D3B	BCAR3 adaptor protein, NSP family member	protein-coding
1154	chr12	48091760	48092281	+	0	NA	intron (NM_024604, intron 3 of 16)	MIR|SINE|MIR	7793	NM_024604	79657		NM_024604	ENSG00000005175	RPAP3	Tah1|hSpagh	RNA polymerase II associated protein 3	protein-coding
1719	chr15	92021778	92022353	+	0	NA	intron (NR_110106, intron 2 of 3)	intron (NR_110106, intron 2 of 3)	15496	NR_110106	101926928		NR_110106	ENSG00000258551	CRAT37	-	cervical cancer-associated transcript 37	ncRNA
449	chr1	219361509	219363021	+	0	NA	intron (NM_001350629, intron 3 of 5)	intron (NM_001350629, intron 3 of 5)	13954	NM_001300772	127018		NM_138794	ENSG00000143353	LYPLAL1	Q96AV0	lysophospholipase like 1	protein-coding
4316	chr6	132004626	132005147	+	0	NA	intron (NM_005021, intron 12 of 24)	intron (NM_005021, intron 12 of 24)	17655	NM_030908	79541		NM_030908	ENSG00000180658	OR2A4	OR2A10|OR2A7	olfactory receptor family 2 subfamily A member 4	protein-coding
7830	chr12	103834975	103836228	+	0	NA	intron (NR_103526, intron 2 of 10)	intron (NR_103526, intron 2 of 10)	54145	NM_198521	374470		NM_198521	ENSG00000179088	C12orf42	-	chromosome 12 open reading frame 42	protein-coding
8527	chr8	35754560	35755890	+	0	NA	Intergenic	Intergenic	-187387	NR_125819	101929550		NR_125819		LOC101929550	-	uncharacterized LOC101929550	ncRNA
7513	chr4	186508287	186509297	+	0	NA	exon (NM_021069, exon 21 of 21)	exon (NM_021069, exon 21 of 21)	-52080	NR_047562	27295		NM_014476	ENSG00000154553	PDLIM3	ALP	PDZ and LIM domain 3	protein-coding
3772	chr4	158141296	158141922	+	0	NA	promoter-TSS (NM_000826)	promoter-TSS (NM_000826)	125	NM_001379001	2891		NM_000826	ENSG00000120251	GRIA2	GLUR2|GLURB|GluA2|GluR-K2|HBGR2|NEDLIB|gluR-2|gluR-B	glutamate ionotropic receptor AMPA type subunit 2	protein-coding
7850	chr2	39721978	39722299	+	0	NA	intron (NR_037875, intron 3 of 5)	intron (NR_037875, intron 3 of 5)	57581	NR_037875	728730		NR_037875	ENSG00000231312	MAP4K3-DT	-	MAP4K3 divergent transcript	ncRNA
1446	chr14	31958785	31959517	+	0	NA	Intergenic	Intergenic	-1906	NM_001197184	2856		NM_001197184	ENSG00000214943	GPR33	-	G protein-coupled receptor 33	protein-coding
6374	chr1	60026008	60027469	+	0	NA	intron (NR_103473, intron 9 of 16)	intron (NR_103473, intron 9 of 16)	45436	NM_001278224	55277		NM_018291	ENSG00000172456	FGGY	-	FGGY carbohydrate kinase domain containing	protein-coding
2524	chr2	89265617	89266434	+	0	NA	Intergenic	Intergenic	154141	NR_039635	100616399		NR_039635	ENSG00000265510	MIR4436A	mir-4436a	microRNA 4436a	ncRNA
6089	chr5	134468558	134470575	+	0	NA	intron (NR_161235, intron 2 of 5)	intron (NR_161235, intron 2 of 5)	-93829	NR_105049	101927953		NR_105049	ENSG00000249082	EPIST	C5orf66-AS1	esophagus epithelial intergenic associated transcript	ncRNA
5488	chr11	98460655	98461506	+	0	NA	Intergenic	AT_rich|Low_complexity|Low_complexity	-430599	NM_001243271	53942		NM_014361	ENSG00000149972	CNTN5	HNB-2s|NB-2	contactin 5	protein-coding
1669	chr15	70727523	70728527	+	0	NA	Intergenic	Intergenic	70242	NR_146562	105370880		NR_146562	ENSG00000259473	LINC02205	-	long intergenic non-protein coding RNA 2205	ncRNA
5103	chr9	79633402	79633885	+	0	NA	promoter-TSS (NM_001013735)	promoter-TSS (NM_001013735)	-928	NM_001013735	442425		NM_001013735	ENSG00000204612	FOXB2	FKH4|bA159H20.4	forkhead box B2	protein-coding
229	chr1	107901765	107902869	+	0	NA	intron (NM_014917, intron 3 of 5)	intron (NM_014917, intron 3 of 5)	218360	NM_001372170	22854		NM_014917	ENSG00000162631	NTNG1	Lmnt1|NetG1|NetrinG1	netrin G1	protein-coding
4565	chr7	44300715	44301424	+	0	NA	intron (NM_172079, intron 3 of 19)	intron (NM_172079, intron 3 of 19)	60492	NM_006555	10652		NM_006555	ENSG00000106636	YKT6	-	YKT6 v-SNARE homolog	protein-coding
3131	chr22	48466980	48467969	+	0	NA	Intergenic	Intergenic	-202702	NR_036172	100422916		NR_036172	ENSG00000266508	MIR3201	-	microRNA 3201	ncRNA
1596	chr15	44600421	44601037	+	0	NA	intron (NM_177974, intron 1 of 8)	L1MB4|LINE|L1	19812	NM_138423	113201		NM_138423	ENSG00000166734	GOLM2	CASC4|H63	golgi membrane protein 2	protein-coding
3151	chr3	5505751	5506535	+	0	NA	Intergenic	Intergenic	-214203	NR_039953	100616334		NR_039953	ENSG00000265180	MIR4790	-	microRNA 4790	ncRNA
1797	chr16	25007745	25008113	+	0	NA	intron (NM_001006634, intron 1 of 19)	intron (NM_001006634, intron 1 of 19)	18761	NM_001006634	55114		NM_018054	ENSG00000140750	ARHGAP17	MST066|MST110|MSTP038|MSTP066|MSTP110|NADRIN|PP367|PP4534|RICH-1|RICH1|WBP15	Rho GTPase activating protein 17	protein-coding
409	chr1	205312428	205313825	+	0	NA	intron (NM_018203, intron 1 of 5)	CpG	12924	NM_018203	55220		NM_018203	ENSG00000162873	KLHDC8A	-	kelch domain containing 8A	protein-coding
899	chr11	64917958	64918683	+	0	NA	Intergenic	Intergenic	-16330	NM_032431	84447		NM_032431	ENSG00000162298	SYVN1	DER3|HRD1	synoviolin 1	protein-coding
6506	chr5	39256557	39257177	+	0	NA	intron (NM_001243093, intron 1 of 18)	intron (NM_001243093, intron 1 of 18)	13884	NM_001243093	2533		NM_001465	ENSG00000082074	FYB1	ADAP|FYB|PRO0823|SLAP-130|SLAP130|THC3	FYN binding protein 1	protein-coding
2485	chr2	70212916	70213668	+	0	NA	intron (NR_033872, intron 9 of 10)	Helitron3Na_Mam|RC|Helitron	-23895	NM_152792	151516		NM_152792	ENSG00000244617	ASPRV1	ADLI|MUNO|SASP|SASPase|Taps	aspartic peptidase retroviral like 1	protein-coding
5883	chr20	49990380	49991067	+	0	NA	Intergenic	Intergenic	78791	NR_036162	100422889		NR_036162	ENSG00000266761	MIR3194	mir-3194	microRNA 3194	ncRNA
6707	chr20	23469385	23470446	+	0	NA	Intergenic	MER5B|DNA|hAT-Charlie	-1839	NM_005492	10047		NM_005492	ENSG00000125815	CST8	CRES|CTES5	cystatin 8	protein-coding
1044	chr11	128710803	128711968	+	0	NA	intron (NM_153764, intron 1 of 1)	intron (NM_153764, intron 1 of 1)	979	NM_000220	3758		NM_000220	ENSG00000151704	KCNJ1	KIR1.1|ROMK|ROMK1	potassium inwardly rectifying channel subfamily J member 1	protein-coding
1156	chr12	49332469	49332892	+	0	NA	3' UTR (NM_001659, exon 5 of 5)	3' UTR (NM_001659, exon 5 of 5)	-13350	NM_001143782	51303		NM_016594	ENSG00000134285	FKBP11	FKBP19	FKBP prolyl isomerase 11	protein-coding
3591	chr4	37981192	37981390	+	0	NA	intron (NM_001253912, intron 2 of 20)	intron (NM_001253912, intron 2 of 20)	19272	NM_006607	10744		NM_006607	ENSG00000250254	PTTG2	-	pituitary tumor-transforming 2	protein-coding
3018	chr21	45136560	45137139	+	0	NA	Intergenic	MER5B|DNA|hAT-Charlie	-2161	NM_003681	8566		NM_003681	ENSG00000160209	PDXK	C21orf124|C21orf97|HEL-S-1a|HMSN6C|PKH|PNK|PRED79	pyridoxal kinase	protein-coding
5520	chr12	59579062	59579551	+	0	NA	Intergenic	Intergenic	-265021	NM_153377	121227		NM_153377	ENSG00000139263	LRIG3	LIG3	leucine rich repeats and immunoglobulin like domains 3	protein-coding
1136	chr12	40655350	40656711	+	0	NA	intron (NM_198578, intron 13 of 50)	MIR|SINE|MIR	37231	NM_198578	120892		NM_198578	ENSG00000188906	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	leucine rich repeat kinase 2	protein-coding
8189	chr6	24940563	24940957	+	0	NA	intron (NM_001286446, intron 1 of 13)	intron (NM_001286446, intron 1 of 13)	-4572	NM_001286445	9750		NM_014722	ENSG00000111913	RIPOR2	C6orf32|DFNA21|DFNB104|DIFF40|DIFF48|FAM65B|MYONAP|PL48	RHO family interacting cell polarization regulator 2	protein-coding
4314	chr6	130580508	130582618	+	0	NA	intron (NM_001258275, intron 2 of 13)	LTR2B|LTR|ERV1	-37467	NM_001017373	154075		NM_152552	ENSG00000164483	SAMD3	-	sterile alpha motif domain containing 3	protein-coding
7891	chr9	85676776	85678307	+	0	NA	exon (NM_152573, exon 1 of 17)	exon (NM_152573, exon 1 of 17)	516	NM_152573	158158		NM_152573	ENSG00000165105	RASEF	RAB45|TSG	RAS and EF-hand domain containing	protein-coding
3441	chr3	145968051	145969381	+	0	NA	promoter-TSS (NM_001128305)	promoter-TSS (NM_001128305)	176	NM_020353	57088		NM_020353	ENSG00000114698	PLSCR4	TRA1	phospholipid scramblase 4	protein-coding
8679	chr8	52034354	52034866	+	0	NA	Intergenic	LTR1|LTR|ERV1	687395	NM_144651	137902		NM_144651	ENSG00000147485	PXDNL	PMR1|PRM1|VPO2	peroxidasin like	protein-coding
3653	chr4	77419973	77421558	+	0	NA	intron (NM_020859, intron 1 of 10)	L2b|LINE|L2	64383	NM_020859	57619		NM_020859	ENSG00000138771	SHROOM3	APXL3|MSTP013|SHRM|ShrmL	shroom family member 3	protein-coding
5241	chr9	132793314	132793885	+	0	NA	intron (NM_001363755, intron 1 of 15)	intron (NM_001363755, intron 1 of 15)	11869	NM_015033	23048		NM_015033	ENSG00000187239	FNBP1	FBP17	formin binding protein 1	protein-coding
3633	chr4	71808759	71809363	+	0	NA	intron (NM_173468, intron 1 of 5)	intron (NM_173468, intron 1 of 5)	40975	NM_001244767	92597		NM_173468	ENSG00000173542	MOB1B	MATS2|MOB4A|MOBKL1A	MOB kinase activator 1B	protein-coding
114	chr1	43415020	43415576	+	0	NA	intron (NM_006516, intron 1 of 9)	intron (NM_006516, intron 1 of 9)	9241	NM_006516	6513		NM_006516	ENSG00000117394	SLC2A1	CSE|DYT17|DYT18|DYT9|EIG12|GLUT|GLUT-1|GLUT1|GLUT1DS|HTLVR|PED|SDCHCN	solute carrier family 2 member 1	protein-coding
837	chr11	26108555	26109542	+	0	NA	Intergenic	Intergenic	-101622	NM_001313726	63982		NM_031418	ENSG00000134343	ANO3	C11orf25|DYT23|DYT24|GENX-3947|TMEM16C	anoctamin 3	protein-coding
4554	chr7	38670324	38671382	+	0	NA	intron (NM_139316, intron 1 of 19)	CpG	120	NM_001635	273		NM_001635	ENSG00000078053	AMPH	AMPH1	amphiphysin	protein-coding
3923	chr5	90279023	90279849	+	0	NA	intron (NM_032119, intron 84 of 89)	intron (NM_032119, intron 84 of 89)	330783	NR_103548	100505994		NR_103548	ENSG00000248323	LUCAT1	SCAL1|SCAT5	lung cancer associated transcript 1	ncRNA
